name,fiscal_year,total,month_name,month,fiscal_month,year
amusement,2019,2521687.0,jan,1,7,2019
sales,2019,12876668.0,jan,1,7,2019
birt,2019,27247272.0,jan,1,7,2019
soda,2019,6172123.0,jan,1,7,2019
wage_city,2019,168690047.0,jan,1,7,2019
net_profits_pica,2019,784629.0,jan,1,7,2019
net_profits_city,2019,882666.0,jan,1,7,2019
earnings,2019,1089621.0,jan,1,7,2019
earnings_pica,2019,378519.0,jan,1,7,2019
earnings_city,2019,711102.0,jan,1,7,2019
wage,2019,221291903.0,jan,1,7,2019
wage_pica,2019,52601856.0,jan,1,7,2019
net_profits,2019,1667295.0,jan,1,7,2019
earnings,2019,1047278.0,feb,2,8,2019
earnings_pica,2019,363810.0,feb,2,8,2019
earnings_city,2019,683468.0,feb,2,8,2019
real_estate,2019,390882359.0,feb,2,8,2019
wage_pica,2019,36499128.0,feb,2,8,2019
wage_city,2019,117046542.0,feb,2,8,2019
net_profits_city,2019,618968.0,feb,2,8,2019
wage,2019,153545670.0,feb,2,8,2019
net_profits_pica,2019,553765.0,feb,2,8,2019
tobacco,2019,328511.0,feb,2,8,2019
birt,2019,7911688.0,feb,2,8,2019
sales,2019,15539676.0,feb,2,8,2019
amusement,2019,1165923.0,feb,2,8,2019
parking,2019,7577994.0,feb,2,8,2019
valet,2019,125960.0,feb,2,8,2019
real_estate_transfer,2019,13934980.0,feb,2,8,2019
outdoor_ads,2019,254029.0,feb,2,8,2019
soda,2019,5809986.0,feb,2,8,2019
net_profits,2019,1172733.0,feb,2,8,2019
other_taxes,2019,-52924.0,feb,2,8,2019
all_taxes,2019,561827158.0,feb,2,8,2019
real_estate,2019,145065170.0,mar,3,9,2019
wage,2019,178502004.0,mar,3,9,2019
earnings,2019,2335582.0,mar,3,9,2019
net_profits,2019,5412255.0,mar,3,9,2019
birt,2019,44794787.0,mar,3,9,2019
real_estate_transfer,2019,23574527.0,mar,3,9,2019
sales,2019,12341609.0,mar,3,9,2019
parking,2019,7472615.0,mar,3,9,2019
valet,2019,120627.0,mar,3,9,2019
amusement,2019,1637715.0,mar,3,9,2019
outdoor_ads,2019,234693.0,mar,3,9,2019
tobacco,2019,8727.0,mar,3,9,2019
soda,2019,5889302.0,mar,3,9,2019
other_taxes,2019,151.0,mar,3,9,2019
all_taxes,2019,381601756.0,mar,3,9,2019
wage_pica,2019,42429480.0,mar,3,9,2019
earnings_city,2019,1524233.0,mar,3,9,2019
earnings_pica,2019,811349.0,mar,3,9,2019
net_profits_city,2019,2865076.0,mar,3,9,2019
net_profits_pica,2019,2547179.0,mar,3,9,2019
wage_city,2019,136072524.0,mar,3,9,2019
real_estate,2019,31802534.0,apr,4,10,2019
wage_pica,2019,47226631.0,apr,4,10,2019
wage,2019,198683753.0,apr,4,10,2019
earnings_city,2019,8197826.0,apr,4,10,2019
earnings_pica,2019,4363702.0,apr,4,10,2019
earnings,2019,12561528.0,apr,4,10,2019
net_profits_city,2019,18174720.0,apr,4,10,2019
net_profits_pica,2019,16156069.0,apr,4,10,2019
net_profits,2019,34330789.0,apr,4,10,2019
wage_city,2019,151457122.0,apr,4,10,2019
birt,2019,355641932.0,apr,4,10,2019
amusement,2019,4841725.0,apr,4,10,2019
tobacco,2019,3174.0,apr,4,10,2019
parking,2019,8818855.0,apr,4,10,2019
valet,2019,137798.0,apr,4,10,2019
real_estate_transfer,2019,41718558.0,apr,4,10,2019
outdoor_ads,2019,291616.0,apr,4,10,2019
soda,2019,6254715.0,apr,4,10,2019
other_taxes,2019,0.0,apr,4,10,2019
sales,2019,12305143.0,apr,4,10,2019
all_taxes,2019,639645718.0,apr,4,10,2019
real_estate,2019,13241522.0,may,5,11,2019
all_taxes,2019,262948293.0,may,5,11,2019
soda,2019,6996350.0,may,5,11,2019
wage_city,2019,122364980.0,may,5,11,2019
wage_pica,2019,38155855.0,may,5,11,2019
wage,2019,160520835.0,may,5,11,2019
earnings_city,2019,2764051.0,may,5,11,2019
earnings_pica,2019,1471303.0,may,5,11,2019
earnings,2019,4235354.0,may,5,11,2019
net_profits_city,2019,7127948.0,may,5,11,2019
net_profits_pica,2019,6338207.0,may,5,11,2019
net_profits,2019,13466155.0,may,5,11,2019
birt,2019,46179981.0,may,5,11,2019
sales,2019,24218943.0,may,5,11,2019
amusement,2019,1107473.0,may,5,11,2019
tobacco,2019,12576.0,may,5,11,2019
parking,2019,10107907.0,may,5,11,2019
valet,2019,150694.0,may,5,11,2019
real_estate_transfer,2019,28380312.0,may,5,11,2019
outdoor_ads,2019,293256.0,may,5,11,2019
other_taxes,2019,2300.0,may,5,11,2019
wage_city,2019,115001133.0,jun,6,12,2019
soda,2019,6432317.0,jun,6,12,2019
outdoor_ads,2019,314931.0,jun,6,12,2019
real_estate_transfer,2019,30916146.0,jun,6,12,2019
valet,2019,142535.0,jun,6,12,2019
parking,2019,8134569.0,jun,6,12,2019
tobacco,2019,3593.0,jun,6,12,2019
amusement,2019,979826.0,jun,6,12,2019
sales,2019,28547766.0,jun,6,12,2019
birt,2019,-3518322.0,jun,6,12,2019
net_profits,2019,2708981.0,jun,6,12,2019
net_profits_pica,2019,2240970.0,jun,6,12,2019
net_profits_city,2019,468011.0,jun,6,12,2019
earnings,2019,-4595067.0,jun,6,12,2019
earnings_pica,2019,-1579960.0,jun,6,12,2019
earnings_city,2019,-3015107.0,jun,6,12,2019
wage,2019,150807055.0,jun,6,12,2019
wage_pica,2019,35805922.0,jun,6,12,2019
other_taxes,2019,220.0,jun,6,12,2019
real_estate,2019,4638436.0,jun,6,12,2019
all_taxes,2019,189046054.0,jun,6,12,2019
real_estate,2020,8643726.0,jul,7,1,2019
other_taxes,2020,2100.0,jul,7,1,2019
wage_city,2020,157015436.0,jul,7,1,2019
wage_pica,2020,48959798.0,jul,7,1,2019
wage,2020,205975234.0,jul,7,1,2019
earnings_city,2020,795898.0,jul,7,1,2019
earnings_pica,2020,423657.0,jul,7,1,2019
all_taxes,2020,253666564.0,jul,7,1,2019
net_profits_city,2020,1339177.0,jul,7,1,2019
net_profits_pica,2020,1190436.0,jul,7,1,2019
net_profits,2020,2529613.0,jul,7,1,2019
earnings,2020,1219555.0,jul,7,1,2019
sales,2020,27967226.0,jul,7,1,2019
amusement,2020,1501150.0,jul,7,1,2019
tobacco,2020,5505.0,jul,7,1,2019
parking,2020,7692007.0,jul,7,1,2019
valet,2020,140858.0,jul,7,1,2019
real_estate_transfer,2020,31189084.0,jul,7,1,2019
outdoor_ads,2020,310974.0,jul,7,1,2019
soda,2020,6810568.0,jul,7,1,2019
birt,2020,10252855.0,jul,7,1,2019
tobacco,2020,1381.0,aug,8,2,2019
