date,year,month,fiscal_year,total,naics_sector
2015-07-31,2015,7,2016,369789.4742939615,Construction
2015-08-31,2015,8,2016,272185.6445344748,Construction
2015-09-30,2015,9,2016,846742.4277284355,Construction
2015-10-31,2015,10,2016,806716.3939582285,Construction
2015-11-30,2015,11,2016,196881.18901573433,Construction
2015-12-31,2015,12,2016,782074.8839358869,Construction
2016-01-31,2016,1,2016,685580.515412322,Construction
2016-02-29,2016,2,2016,352103.7490086713,Construction
2016-03-31,2016,3,2016,2100806.6613508128,Construction
2016-04-30,2016,4,2016,15732514.881998995,Construction
2016-05-31,2016,5,2016,5451708.735375509,Construction
2016-07-31,2016,7,2017,199748.3275690269,Construction
2016-08-31,2016,8,2017,276586.3785280287,Construction
2016-09-30,2016,9,2017,919776.15007047,Construction
2016-10-31,2016,10,2017,1019590.3804024968,Construction
2016-11-30,2016,11,2017,63166.59290949079,Construction
2016-12-31,2016,12,2017,619938.5231033044,Construction
2017-01-31,2017,1,2017,1825742.3769670741,Construction
2017-02-28,2017,2,2017,369405.081665358,Construction
2017-03-31,2017,3,2017,2634602.6442456944,Construction
2017-04-30,2017,4,2017,18792685.459679283,Construction
2017-05-31,2017,5,2017,5139105.231394993,Construction
2017-07-31,2017,7,2018,318255.4524836236,Construction
2017-08-31,2017,8,2018,332693.0839384122,Construction
2017-09-30,2017,9,2018,1076918.1591434847,Construction
2017-10-31,2017,10,2018,1131822.6592484473,Construction
2017-11-30,2017,11,2018,134941.74387986065,Construction
2017-12-31,2017,12,2018,819844.7067954456,Construction
2018-01-31,2018,1,2018,1683461.3225299038,Construction
2018-03-31,2018,3,2018,3231117.275546507,Construction
2018-04-30,2018,4,2018,21981484.233221237,Construction
2018-05-31,2018,5,2018,4580106.824876865,Construction
2018-06-30,2018,6,2018,960043.6976823752,Construction
2018-07-31,2018,7,2019,476328.97228305694,Construction
2018-08-31,2018,8,2019,411723.5762664155,Construction
2018-09-30,2018,9,2019,1315105.8481130823,Construction
2018-10-31,2018,10,2019,1325854.2944578999,Construction
2018-11-30,2018,11,2019,240242.12551404303,Construction
2018-12-31,2018,12,2019,1137942.5869599585,Construction
2019-01-31,2019,1,2019,1597938.4506946378,Construction
2019-02-28,2019,2,2019,459569.2795510811,Construction
2019-03-31,2019,3,2019,4379097.394448516,Construction
2019-04-30,2019,4,2019,28681891.01324511,Construction
2019-05-31,2019,5,2019,4124843.4552385146,Construction
2019-07-31,2019,7,2020,604237.927711018,Construction
2019-08-31,2019,8,2020,445644.7176261901,Construction
2019-09-30,2019,9,2020,1388963.1591177583,Construction
2019-10-31,2019,10,2020,1325787.3579191347,Construction
2019-11-30,2019,11,2020,324131.1778012562,Construction
2019-12-31,2019,12,2020,1289824.2237644803,Construction
2020-01-31,2020,1,2020,1132618.0855977028,Construction
2020-02-29,2020,2,2020,582600.5096977189,Construction
2020-03-31,2020,3,2020,3481672.007125524,Construction
2020-04-30,2020,4,2020,26113182.68441438,Construction
2020-05-31,2020,5,2020,9062694.231642215,Construction
2020-06-30,2020,6,2020,-12769.192042109196,Construction
2020-07-31,2020,7,2021,311471.1595520096,Construction
2020-08-31,2020,8,2021,431892.96702385595,Construction
2020-09-30,2020,9,2021,1438145.95218749,Construction
2020-10-31,2020,10,2021,1596341.6020964119,Construction
2020-11-30,2020,11,2021,99022.4895018542,Construction
2020-12-31,2020,12,2021,973072.6855132254,Construction
2021-01-31,2021,1,2021,2869267.5031774063,Construction
2021-02-28,2021,2,2021,581173.810499199,Construction
2021-03-31,2021,3,2021,4149738.96543757,Construction
2021-04-30,2021,4,2021,29632554.562301952,Construction
2021-05-31,2021,5,2021,8112273.996910463,Construction
2021-06-30,2021,6,2021,636816.7073995569,Construction
2021-07-31,2021,7,2022,468287.2549387965,Construction
2021-08-31,2021,8,2022,490029.9867837833,Construction
2021-09-30,2021,9,2022,1587563.110438844,Construction
2021-10-31,2021,10,2022,1669935.9536186939,Construction
2021-11-30,2021,11,2022,199241.2149083447,Construction
2021-12-31,2021,12,2022,1211376.5315236978,Construction
2022-01-31,2022,1,2022,2489192.0300872982,Construction
2022-02-28,2022,2,2022,573908.3140717774,Construction
2022-03-31,2022,3,2022,4782846.007523293,Construction
2022-04-30,2022,4,2022,32555651.860274747,Construction
2022-05-31,2022,5,2022,6703052.298043034,Construction
2022-06-30,2022,6,2022,1389458.599426971,Construction
2022-07-31,2022,7,2023,636819.5468693,Construction
2022-08-31,2022,8,2023,544507.0133367659,Construction
2022-09-30,2022,9,2023,1721630.2936499405,Construction
2022-10-31,2022,10,2023,1718098.3414835525,Construction
2022-11-30,2022,11,2023,308351.0256528432,Construction
2022-12-31,2022,12,2023,1446599.9306303738,Construction
2023-01-31,2023,1,2023,2012531.2482499394,Construction
2023-02-28,2023,2,2023,574090.5555412867,Construction
2023-03-31,2023,3,2023,5422343.245479732,Construction
2023-04-30,2023,4,2023,35221600.805122524,Construction
2023-05-31,2023,5,2023,5023299.232539515,Construction
2023-06-30,2023,6,2023,2228243.6154502486,Construction
2023-07-31,2023,7,2024,809540.7704700809,Construction
2023-08-31,2023,8,2024,592490.1391333058,Construction
2023-09-30,2023,9,2024,1833308.3337983491,Construction
2023-10-31,2023,10,2024,1737195.4001687865,Construction
2023-11-30,2023,11,2024,421798.1397205787,Construction
2023-12-31,2023,12,2024,1666863.565613486,Construction
2024-01-31,2024,1,2024,1453829.0182500684,Construction
2024-02-29,2024,2,2024,743217.2214716147,Construction
2024-03-31,2024,3,2024,4412957.137467918,Construction
2024-04-30,2024,4,2024,32896725.14740405,Construction
2024-05-31,2024,5,2024,11346875.748119656,Construction
2024-06-30,2024,6,2024,-15894.76005435199,Construction
2024-07-31,2024,7,2025,381193.21247415507,Construction
2024-08-31,2024,8,2025,525542.4249414227,Construction
2024-09-30,2024,9,2025,1740494.91678563,Construction
2024-10-31,2024,10,2025,1921357.971367369,Construction
2024-11-30,2024,11,2025,118564.80619757516,Construction
2024-12-31,2024,12,2025,1158994.0081061404,Construction
2025-01-31,2025,1,2025,3399929.259739047,Construction
2025-02-28,2025,2,2025,685527.8099381773,Construction
2025-03-31,2025,3,2025,4870702.982943739,Construction
2025-04-30,2025,4,2025,34618123.71352655,Construction
2025-05-31,2025,5,2025,9432248.298839204,Construction
2025-06-30,2025,6,2025,737108.8630706331,Construction
2013-07-31,2013,7,2014,24880.550970709683,Educational Services
2013-08-31,2013,8,2014,32090.77781831181,Educational Services
2013-09-30,2013,9,2014,81382.32376631109,Educational Services
2013-10-31,2013,10,2014,79562.39370345217,Educational Services
2013-12-31,2013,12,2014,46949.880611962144,Educational Services
2014-01-31,2014,1,2014,77357.14407678295,Educational Services
2014-02-28,2014,2,2014,29158.260530761534,Educational Services
2014-03-31,2014,3,2014,208360.55697985986,Educational Services
2014-04-30,2014,4,2014,1132099.1582347816,Educational Services
2014-05-31,2014,5,2014,290867.44242672744,Educational Services
2014-06-30,2014,6,2014,54957.97536970174,Educational Services
2014-07-31,2014,7,2015,25052.79300619321,Educational Services
2014-08-31,2014,8,2015,19271.323504970987,Educational Services
2014-09-30,2014,9,2015,68862.15639398275,Educational Services
2014-10-31,2014,10,2015,64430.18939642196,Educational Services
2014-11-30,2014,11,2015,13221.8164678516,Educational Services
2014-12-31,2014,12,2015,55074.44341737012,Educational Services
2015-01-31,2015,1,2015,63801.15405343386,Educational Services
2015-02-28,2015,2,2015,26665.731743865974,Educational Services
2015-03-31,2015,3,2015,181574.5019187456,Educational Services
2015-04-30,2015,4,2015,1003819.1678128961,Educational Services
2015-05-31,2015,5,2015,198594.21858018753,Educational Services
2015-07-31,2015,7,2016,24511.24621371363,Educational Services
2015-08-31,2015,8,2016,8976.85322824959,Educational Services
2015-09-30,2015,9,2016,59780.96682438643,Educational Services
2015-10-31,2015,10,2016,53715.278682018215,Educational Services
2015-11-30,2015,11,2016,6651.591002157507,Educational Services
2015-12-31,2015,12,2016,63751.5527526769,Educational Services
2016-01-31,2016,1,2016,55575.56922849484,Educational Services
2016-02-29,2016,2,2016,21664.098174288618,Educational Services
2016-03-31,2016,3,2016,171027.82205345365,Educational Services
2016-04-30,2016,4,2016,909006.597866341,Educational Services
2016-05-31,2016,5,2016,351740.34341342887,Educational Services
2016-07-31,2016,7,2017,15133.410281177397,Educational Services
2016-08-31,2016,8,2017,31045.47362963258,Educational Services
2016-09-30,2016,9,2017,62743.21053424215,Educational Services
2016-10-31,2016,10,2017,64081.40586470553,Educational Services
2016-11-30,2016,11,2017,22371.63028026387,Educational Services
2016-12-31,2016,12,2017,23479.362190502194,Educational Services
2017-01-31,2017,1,2017,61899.00371012986,Educational Services
2017-02-28,2017,2,2017,21218.026710203547,Educational Services
2017-03-31,2017,3,2017,159753.07542688813,Educational Services
2017-04-30,2017,4,2017,861222.4178378885,Educational Services
2017-05-31,2017,5,2017,276702.54864763474,Educational Services
2017-07-31,2017,7,2018,17093.569949092776,Educational Services
2017-08-31,2017,8,2018,22144.270686105727,Educational Services
2017-09-30,2017,9,2018,56400.95224316906,Educational Services
2017-10-31,2017,10,2018,55390.07528072271,Educational Services
2017-11-30,2017,11,2018,15560.84135862564,Educational Services
2017-12-31,2017,12,2018,32988.36033751299,Educational Services
2018-01-31,2018,1,2018,54614.653441363385,Educational Services
2018-03-31,2018,3,2018,148489.4947062659,Educational Services
2018-04-30,2018,4,2018,810744.5177444756,Educational Services
2018-05-31,2018,5,2018,217244.15437072053,Educational Services
2018-06-30,2018,6,2018,42717.71664222976,Educational Services
2018-07-31,2018,7,2019,20186.926556755137,Educational Services
2018-08-31,2018,8,2019,16158.829337592239,Educational Services
2018-09-30,2018,9,2019,59969.461363249146,Educational Services
2018-10-31,2018,10,2019,58314.56509621617,Educational Services
2018-11-30,2018,11,2019,12414.72704512694,Educational Services
2018-12-31,2018,12,2019,53685.32842749988,Educational Services
2019-01-31,2019,1,2019,64531.94228067436,Educational Services
2019-02-28,2019,2,2019,27874.82569554626,Educational Services
2019-03-31,2019,3,2019,196778.80756563015,Educational Services
2019-04-30,2019,4,2019,1117943.1985274388,Educational Services
2019-05-31,2019,5,2019,227378.0153969355,Educational Services
2019-07-31,2019,7,2020,24597.351602700117,Educational Services
2019-08-31,2019,8,2020,9248.1861532807,Educational Services
2019-09-30,2019,9,2020,63148.283223293736,Educational Services
2019-10-31,2019,10,2020,58203.81543488604,Educational Services
2019-11-30,2019,11,2020,7384.430379526096,Educational Services
2019-12-31,2019,12,2020,72545.80759145344,Educational Services
2020-01-31,2020,1,2020,64800.85465457626,Educational Services
2020-02-29,2020,2,2020,25834.253708788638,Educational Services
2020-03-31,2020,3,2020,208840.88551165012,Educational Services
2020-04-30,2020,4,2020,1135394.2374630617,Educational Services
2020-05-31,2020,5,2020,449604.70769931976,Educational Services
2020-06-30,2020,6,2020,-73379.85320110578,Educational Services
2020-07-31,2020,7,2021,18917.916135234052,Educational Services
2020-08-31,2020,8,2021,39682.793433160194,Educational Services
2020-09-30,2020,9,2021,81925.46748927841,Educational Services
2020-10-31,2020,10,2021,85513.3510688191,Educational Services
2020-11-30,2020,11,2021,30482.093992639377,Educational Services
2020-12-31,2020,12,2021,32679.926256133545,Educational Services
2021-01-31,2021,1,2021,87989.10262051097,Educational Services
2021-02-28,2021,2,2021,30735.09643252295,Educational Services
2021-03-31,2021,3,2021,236240.29555882892,Educational Services
2021-04-30,2021,4,2021,1299040.0041268852,Educational Services
2021-05-31,2021,5,2021,425918.6092488568,Educational Services
2021-06-30,2021,6,2021,-8143.212112544947,Educational Services
2021-07-31,2021,7,2022,25457.719967314068,Educational Services
2021-08-31,2021,8,2022,33637.303455333764,Educational Services
2021-09-30,2021,9,2022,87311.81179763004,Educational Services
2021-10-31,2021,10,2022,87427.8806515142,Educational Services
2021-11-30,2021,11,2022,25022.280539696865,Educational Services
2021-12-31,2021,12,2022,54067.268616881476,Educational Services
2022-01-31,2022,1,2022,91221.83904608787,Educational Services
2022-02-28,2022,2,2022,35126.73587616702,Educational Services
2022-03-31,2022,3,2022,257003.86139573823,Educational Services
2022-04-30,2022,4,2022,1428580.6516072352,Educational Services
2022-05-31,2022,5,2022,375770.19783578493,Educational Services
2022-06-30,2022,6,2022,72630.62783965064,Educational Services
2022-07-31,2022,7,2023,31519.994605706077,Educational Services
2022-08-31,2022,8,2023,24820.32765531165,Educational Services
2022-09-30,2022,9,2023,90720.78176527613,Educational Services
2022-10-31,2022,10,2023,86889.64880761829,Educational Services
2022-11-30,2022,11,2023,18238.624430076296,Educational Services
2022-12-31,2022,12,2023,77767.97230065764,Educational Services
2023-01-31,2023,1,2023,92221.37804334647,Educational Services
2023-02-28,2023,2,2023,39366.84740814607,Educational Services
2023-03-31,2023,3,2023,274407.9410894082,Educational Services
2023-04-30,2023,4,2023,1540616.759130372,Educational Services
2023-05-31,2023,5,2023,309659.2240113371,Educational Services
2023-06-30,2023,6,2023,164964.69400329285,Educational Services
2023-07-31,2023,7,2024,36617.18008496254,Educational Services
2023-08-31,2023,8,2024,13620.468892497092,Educational Services
2023-09-30,2023,9,2024,92071.47952091509,Educational Services
2023-10-31,2023,10,2024,84010.58251286708,Educational Services
2023-11-30,2023,11,2024,10558.104818571537,Educational Services
2023-12-31,2023,12,2024,102743.64947366703,Educational Services
2024-01-31,2024,1,2024,90932.23306530509,Educational Services
2024-02-29,2024,2,2024,35949.30204459499,Educational Services
2024-03-31,2024,3,2024,288086.71129637904,Educational Services
2024-04-30,2024,4,2024,1553425.8209838087,Educational Services
2024-05-31,2024,5,2024,610087.0650196389,Educational Services
2024-06-30,2024,6,2024,-98801.40692978223,Educational Services
2024-07-31,2024,7,2025,24995.08440599742,Educational Services
2024-08-31,2024,8,2025,52032.86229621414,Educational Services
2024-09-30,2024,9,2025,106653.9864644225,Educational Services
2024-10-31,2024,10,2025,110522.87212578418,Educational Services
2024-11-30,2024,11,2025,39129.119056967524,Educational Services
2024-12-31,2024,12,2025,41662.93275051852,Educational Services
2025-01-31,2025,1,2025,111425.5406382885,Educational Services
2025-02-28,2025,2,2025,38691.929962682334,Educational Services
2025-03-31,2025,3,2025,295501.34719659353,Educational Services
2025-04-30,2025,4,2025,1615103.0097702588,Educational Services
2025-05-31,2025,5,2025,526322.0575077632,Educational Services
2025-06-30,2025,6,2025,-10004.883513127137,Educational Services
2013-07-31,2013,7,2014,203807.91520638485,Financial Investment Services
2013-08-31,2013,8,2014,269685.1805525333,Financial Investment Services
2013-09-30,2013,9,2014,652535.9168826491,Financial Investment Services
2013-10-31,2013,10,2014,641114.2774022225,Financial Investment Services
2013-12-31,2013,12,2014,362726.37600898894,Financial Investment Services
2014-01-31,2014,1,2014,652022.7669188704,Financial Investment Services
2014-02-28,2014,2,2014,306443.67106981744,Financial Investment Services
2014-03-31,2014,3,2014,1959405.925045643,Financial Investment Services
2014-04-30,2014,4,2014,10335972.8741585,Financial Investment Services
2014-05-31,2014,5,2014,2707213.4490461387,Financial Investment Services
2014-06-30,2014,6,2014,486746.7765724191,Financial Investment Services
2014-07-31,2014,7,2015,221816.27138798684,Financial Investment Services
2014-08-31,2014,8,2015,161645.50197191566,Financial Investment Services
2014-09-30,2014,9,2015,680732.224582152,Financial Investment Services
2014-10-31,2014,10,2015,655082.3697636839,Financial Investment Services
2014-11-30,2014,11,2015,121072.99693941697,Financial Investment Services
2014-12-31,2014,12,2015,503714.6363297509,Financial Investment Services
2015-01-31,2015,1,2015,685801.5293613889,Financial Investment Services
2015-02-28,2015,2,2015,391472.1698175731,Financial Investment Services
2015-03-31,2015,3,2015,2104178.4271247704,Financial Investment Services
2015-04-30,2015,4,2015,11324058.19286034,Financial Investment Services
2015-05-31,2015,5,2015,2244130.253405019,Financial Investment Services
2015-07-31,2015,7,2016,229262.28586763458,Financial Investment Services
2015-08-31,2015,8,2016,27071.21107197841,Financial Investment Services
2015-09-30,2015,9,2016,703215.5456063811,Financial Investment Services
2015-10-31,2015,10,2016,661711.240737374,Financial Investment Services
2015-11-30,2015,11,2016,88819.91924730677,Financial Investment Services
2015-12-31,2015,12,2016,663577.7219309817,Financial Investment Services
2016-01-31,2016,1,2016,714579.2295906257,Financial Investment Services
2016-02-29,2016,2,2016,230806.1415881798,Financial Investment Services
2016-03-31,2016,3,2016,2265546.0911405156,Financial Investment Services
2016-04-30,2016,4,2016,11185966.390470458,Financial Investment Services
2016-05-31,2016,5,2016,4315131.553683996,Financial Investment Services
2016-07-31,2016,7,2017,219185.83391059824,Financial Investment Services
2016-08-31,2016,8,2017,421908.8094412015,Financial Investment Services
2016-09-30,2016,9,2017,722439.0249563833,Financial Investment Services
2016-10-31,2016,10,2017,703926.096291566,Financial Investment Services
2016-11-30,2016,11,2017,191259.93826938554,Financial Investment Services
2016-12-31,2016,12,2017,258712.04319213246,Financial Investment Services
2017-01-31,2017,1,2017,640905.0666014669,Financial Investment Services
2017-02-28,2017,2,2017,234623.13013054235,Financial Investment Services
2017-03-31,2017,3,2017,1787671.7001331279,Financial Investment Services
2017-04-30,2017,4,2017,8981012.693909831,Financial Investment Services
2017-05-31,2017,5,2017,2931266.8026058553,Financial Investment Services
2017-07-31,2017,7,2018,192449.8122130509,Financial Investment Services
2017-08-31,2017,8,2018,253568.72014425174,Financial Investment Services
2017-09-30,2017,9,2018,611086.5071889319,Financial Investment Services
2017-10-31,2017,10,2018,597939.1526737205,Financial Investment Services
2017-11-30,2017,11,2018,138794.65829827197,Financial Investment Services
2017-12-31,2017,12,2018,335677.8185846328,Financial Investment Services
2018-01-31,2018,1,2018,601063.3113136181,Financial Investment Services
2018-03-31,2018,3,2018,1793255.2671045,Financial Investment Services
2018-04-30,2018,4,2018,9425397.464082219,Financial Investment Services
2018-05-31,2018,5,2018,2459619.772951587,Financial Investment Services
2018-06-30,2018,6,2018,440671.7878892715,Financial Investment Services
2018-07-31,2018,7,2019,199198.31036277144,Financial Investment Services
2018-08-31,2018,8,2019,144647.93290339524,Financial Investment Services
2018-09-30,2018,9,2019,607082.795868027,Financial Investment Services
2018-10-31,2018,10,2019,582181.521525881,Financial Investment Services
2018-11-30,2018,11,2019,107242.18311492646,Financial Investment Services
2018-12-31,2018,12,2019,444659.07917170395,Financial Investment Services
2019-01-31,2019,1,2019,603367.3395591591,Financial Investment Services
2019-02-28,2019,2,2019,343384.0921594354,Financial Investment Services
2019-03-31,2019,3,2019,1839641.7158782808,Financial Investment Services
2019-04-30,2019,4,2019,9869274.477748243,Financial Investment Services
2019-05-31,2019,5,2019,1949544.981694007,Financial Investment Services
2019-07-31,2019,7,2020,164524.43175825375,Financial Investment Services
2019-08-31,2019,8,2020,19366.533228462788,Financial Investment Services
2019-09-30,2019,9,2020,501575.7305538153,Financial Investment Services
2019-10-31,2019,10,2020,470544.5908458651,Financial Investment Services
2019-11-30,2019,11,2020,62977.07985672275,Financial Investment Services
2019-12-31,2019,12,2020,469110.9452330669,Financial Investment Services
2020-01-31,2020,1,2020,503685.22123823065,Financial Investment Services
2020-02-29,2020,2,2020,165744.7686573333,Financial Investment Services
2020-03-31,2020,3,2020,1660015.3343101176,Financial Investment Services
2020-04-30,2020,4,2020,8359585.606035656,Financial Investment Services
2020-05-31,2020,5,2020,3292528.7800495285,Financial Investment Services
2020-06-30,2020,6,2020,-769587.8477596394,Financial Investment Services
2020-07-31,2020,7,2021,163089.91103504976,Financial Investment Services
2020-08-31,2020,8,2021,320802.63752594916,Financial Investment Services
2020-09-30,2020,9,2021,561115.9913216747,Financial Investment Services
2020-10-31,2020,10,2021,559060.3956929028,Financial Investment Services
2020-11-30,2020,11,2021,155261.84872557945,Financial Investment Services
2020-12-31,2020,12,2021,214899.35758148992,Financial Investment Services
2021-01-31,2021,1,2021,544942.0972974799,Financial Investment Services
2021-02-28,2021,2,2021,203811.20262428815,Financial Investment Services
2021-03-31,2021,3,2021,1590725.2069685208,Financial Investment Services
2021-04-30,2021,4,2021,8183096.929962217,Financial Investment Services
2021-05-31,2021,5,2021,2669438.8666218845,Financial Investment Services
2021-06-30,2021,6,2021,-184283.94781155133,Financial Investment Services
2021-07-31,2021,7,2022,162861.58634277448,Financial Investment Services
2021-08-31,2021,8,2022,214473.75495251972,Financial Investment Services
2021-09-30,2021,9,2022,516572.4628497037,Financial Investment Services
2021-10-31,2021,10,2022,505160.30347617634,Financial Investment Services
2021-11-30,2021,11,2022,117184.80544391391,Financial Investment Services
2021-12-31,2021,12,2022,283230.8156246741,Financial Investment Services
2022-01-31,2022,1,2022,506826.7151787235,Financial Investment Services
2022-02-28,2022,2,2022,237242.243239919,Financial Investment Services
2022-03-31,2022,3,2022,1510230.195134644,Financial Investment Services
2022-04-30,2022,4,2022,7932863.022938627,Financial Investment Services
2022-05-31,2022,5,2022,2068809.0563108965,Financial Investment Services
2022-06-30,2022,6,2022,370425.39631754346,Financial Investment Services
2022-07-31,2022,7,2023,156320.09907444802,Financial Investment Services
2022-08-31,2022,8,2023,113439.67011174747,Financial Investment Services
2022-09-30,2022,9,2023,475811.626376434,Financial Investment Services
2022-10-31,2022,10,2023,456008.63021922583,Financial Investment Services
2022-11-30,2022,11,2023,83949.57312944053,Financial Investment Services
2022-12-31,2022,12,2023,347865.54556535964,Financial Investment Services
2023-01-31,2023,1,2023,471736.41048223426,Financial Investment Services
2023-02-28,2023,2,2023,268323.4179228387,Financial Investment Services
2023-03-31,2023,3,2023,1436642.2750206313,Financial Investment Services
2023-04-30,2023,4,2023,7702786.918714711,Financial Investment Services
2023-05-31,2023,5,2023,1520675.6386569757,Financial Investment Services
2023-06-30,2023,6,2023,891359.7605154086,Financial Investment Services
2023-07-31,2023,7,2024,143257.09738249934,Financial Investment Services
2023-08-31,2023,8,2024,16853.252080937145,Financial Investment Services
2023-09-30,2023,9,2024,436238.83034978306,Financial Investment Services
2023-10-31,2023,10,2024,409013.99650832824,Financial Investment Services
2023-11-30,2023,11,2024,54711.57606770213,Financial Investment Services
2023-12-31,2023,12,2024,407310.18908543047,Financial Investment Services
2024-01-31,2024,1,2024,437082.71439164114,Financial Investment Services
2024-02-29,2024,2,2024,143752.80495666573,Financial Investment Services
2024-03-31,2024,3,2024,1438952.8948138016,Financial Investment Services
2024-04-30,2024,4,2024,7242468.176704948,Financial Investment Services
2024-05-31,2024,5,2024,2850970.071623404,Financial Investment Services
2024-06-30,2024,6,2024,-666026.8913047833,Financial Investment Services
2024-07-31,2024,7,2025,139513.25599108025,Financial Investment Services
2024-08-31,2024,8,2025,274278.8526803581,Financial Investment Services
2024-09-30,2024,9,2025,479492.81813135446,Financial Investment Services
2024-10-31,2024,10,2025,477482.3205083609,Financial Investment Services
2024-11-30,2024,11,2025,132538.28632680658,Financial Investment Services
2024-12-31,2024,12,2025,183351.2410444278,Financial Investment Services
2025-01-31,2025,1,2025,464700.0849645205,Financial Investment Services
2025-02-28,2025,2,2025,173718.99052159867,Financial Investment Services
2025-03-31,2025,3,2025,1355161.052417363,Financial Investment Services
2025-04-30,2025,4,2025,6967846.268472186,Financial Investment Services
2025-05-31,2025,5,2025,2271853.0378091605,Financial Investment Services
2025-06-30,2025,6,2025,-156760.14090678343,Financial Investment Services
2013-07-31,2013,7,2014,330426.61830574844,Health and Social Services
2013-08-31,2013,8,2014,383139.0287875725,Health and Social Services
2013-09-30,2013,9,2014,1094861.4727037975,Health and Social Services
2013-10-31,2013,10,2014,1075426.8317273844,Health and Social Services
2013-12-31,2013,12,2014,665887.1784019422,Health and Social Services
2014-01-31,2014,1,2014,1227888.6960304338,Health and Social Services
2014-02-28,2014,2,2014,360869.45499299606,Health and Social Services
2014-03-31,2014,3,2014,2879319.8336368715,Health and Social Services
2014-04-30,2014,4,2014,16547476.413828759,Health and Social Services
2014-05-31,2014,5,2014,3932707.845286728,Health and Social Services
2014-06-30,2014,6,2014,775670.4305904711,Health and Social Services
2014-07-31,2014,7,2015,328161.4211635619,Health and Social Services
2014-08-31,2014,8,2015,258429.37542902338,Health and Social Services
2014-09-30,2014,9,2015,897496.4574612295,Health and Social Services
2014-10-31,2014,10,2015,838452.8370179444,Health and Social Services
2014-11-30,2014,11,2015,150464.16496620342,Health and Social Services
2014-12-31,2014,12,2015,651077.4812378684,Health and Social Services
2015-01-31,2015,1,2015,836301.9760178173,Health and Social Services
2015-02-28,2015,2,2015,263084.6411452624,Health and Social Services
2015-03-31,2015,3,2015,2304049.8910229513,Health and Social Services
2015-04-30,2015,4,2015,13774157.841131896,Health and Social Services
2015-05-31,2015,5,2015,2521917.331515476,Health and Social Services
2015-07-31,2015,7,2016,330321.2597451535,Health and Social Services
2015-08-31,2015,8,2016,179594.21773207225,Health and Social Services
2015-09-30,2015,9,2016,817965.6190121853,Health and Social Services
2015-10-31,2015,10,2016,745961.2013732962,Health and Social Services
2015-11-30,2015,11,2016,131871.99654687865,Health and Social Services
2015-12-31,2015,12,2016,741914.783690694,Health and Social Services
2016-01-31,2016,1,2016,684969.4449499353,Health and Social Services
2016-02-29,2016,2,2016,352232.16132196697,Health and Social Services
2016-03-31,2016,3,2016,2342178.176757721,Health and Social Services
2016-04-30,2016,4,2016,13062593.59546235,Health and Social Services
2016-05-31,2016,5,2016,4895646.742016843,Health and Social Services
2016-07-31,2016,7,2017,186335.5598157694,Health and Social Services
2016-08-31,2016,8,2017,333083.356335172,Health and Social Services
2016-09-30,2016,9,2017,822193.435427171,Health and Social Services
2016-10-31,2016,10,2017,861944.3142052186,Health and Social Services
2016-11-30,2016,11,2017,173427.76235204467,Health and Social Services
2016-12-31,2016,12,2017,416909.4561964122,Health and Social Services
2017-01-31,2017,1,2017,1156024.3443056012,Health and Social Services
2017-02-28,2017,2,2017,331758.57883107814,Health and Social Services
2017-03-31,2017,3,2017,2443740.66901415,Health and Social Services
2017-04-30,2017,4,2017,14011129.533063626,Health and Social Services
2017-05-31,2017,5,2017,4313052.347027769,Health and Social Services
2017-07-31,2017,7,2018,253434.64159505029,Health and Social Services
2017-08-31,2017,8,2018,300724.0023319202,Health and Social Services
2017-09-30,2017,9,2018,879019.6748218674,Health and Social Services
2017-10-31,2017,10,2018,884011.97224671,Health and Social Services
2017-11-30,2017,11,2018,170206.56300287152,Health and Social Services
2017-12-31,2017,12,2018,573761.5345605621,Health and Social Services
2018-01-31,2018,1,2018,1083986.940515926,Health and Social Services
2018-03-31,2018,3,2018,2681863.00402204,Health and Social Services
2018-04-30,2018,4,2018,15842627.707936527,Health and Social Services
2018-05-31,2018,5,2018,3874817.268323889,Health and Social Services
2018-06-30,2018,6,2018,785935.3227121386,Health and Social Services
2018-07-31,2018,7,2019,340810.90846252773,Health and Social Services
2018-08-31,2018,8,2019,276405.8600217327,Health and Social Services
2018-09-30,2018,9,2019,987896.686679002,Health and Social Services
2018-10-31,2018,10,2019,950962.6157788831,Health and Social Services
2018-11-30,2018,11,2019,175721.31909545753,Health and Social Services
2018-12-31,2018,12,2019,783945.7270682657,Health and Social Services
2019-01-31,2019,1,2019,1038533.7952267843,Health and Social Services
2019-02-28,2019,2,2019,336016.2750538534,Health and Social Services
2019-03-31,2019,3,2019,3036844.462759701,Health and Social Services
2019-04-30,2019,4,2019,18261700.426295314,Health and Social Services
2019-05-31,2019,5,2019,3363591.4502115822,Health and Social Services
2019-07-31,2019,7,2020,370422.3981426797,Health and Social Services
2019-08-31,2019,8,2020,202548.90148000207,Health and Social Services
2019-09-30,2019,9,2020,927554.1553879087,Health and Social Services
2019-10-31,2019,10,2020,850568.2105499487,Health and Social Services
2019-11-30,2019,11,2020,151156.99215647386,Health and Social Services
2019-12-31,2019,12,2020,854932.4483746195,Health and Social Services
2020-01-31,2020,1,2020,793454.7245671919,Health and Social Services
2020-02-29,2020,2,2020,409993.62044756865,Health and Social Services
2020-03-31,2020,3,2020,2740203.9254992423,Health and Social Services
2020-04-30,2020,4,2020,15357121.165154373,Health and Social Services
