date,year,month,fiscal_year,total,naics_sector
2019-11-30,2019,11,2020,35871992.33677747,Health and Social Services
2019-12-31,2019,12,2020,35444975.134558946,Health and Social Services
2020-01-31,2020,1,2020,48743037.839632936,Health and Social Services
2020-02-29,2020,2,2020,37249563.11677105,Health and Social Services
2020-03-31,2020,3,2020,41845770.237411544,Health and Social Services
2020-04-30,2020,4,2020,38909636.21058856,Health and Social Services
2020-05-31,2020,5,2020,41191768.89613936,Health and Social Services
2020-06-30,2020,6,2020,34926638.31737435,Health and Social Services
2020-07-31,2020,7,2021,39721716.99703117,Health and Social Services
2020-08-31,2020,8,2021,41148576.89205807,Health and Social Services
2020-09-30,2020,9,2021,36835030.86144245,Health and Social Services
2020-10-31,2020,10,2021,43373968.89562207,Health and Social Services
2020-11-30,2020,11,2021,37971937.26173164,Health and Social Services
2020-12-31,2020,12,2021,35060253.33990422,Health and Social Services
2021-01-31,2021,1,2021,53483790.62708781,Health and Social Services
2021-02-28,2021,2,2021,38860370.28883993,Health and Social Services
2021-03-31,2021,3,2021,43774550.99587102,Health and Social Services
2021-04-30,2021,4,2021,44572936.752038315,Health and Social Services
2021-05-31,2021,5,2021,41920600.02453896,Health and Social Services
2021-06-30,2021,6,2021,36495099.06793835,Health and Social Services
2021-07-31,2021,7,2022,44216007.60501562,Health and Social Services
2021-08-31,2021,8,2022,40925569.79242755,Health and Social Services
2021-09-30,2021,9,2022,38906500.74518666,Health and Social Services
2021-10-31,2021,10,2022,45923481.83485789,Health and Social Services
2021-11-30,2021,11,2022,39936569.25381633,Health and Social Services
2021-12-31,2021,12,2022,37746250.578043334,Health and Social Services
2022-01-31,2022,1,2022,55592018.75842987,Health and Social Services
2022-02-28,2022,2,2022,39918842.17202909,Health and Social Services
2022-03-31,2022,3,2022,45133941.58613572,Health and Social Services
2022-04-30,2022,4,2022,50016218.51414358,Health and Social Services
2022-05-31,2022,5,2022,41882454.66557508,Health and Social Services
2022-06-30,2022,6,2022,37588038.23849831,Health and Social Services
2022-07-31,2022,7,2023,48937393.18669337,Health and Social Services
2022-08-31,2022,8,2023,40463756.490954824,Health and Social Services
2022-09-30,2022,9,2023,41042248.93984718,Health and Social Services
2022-10-31,2022,10,2023,48527106.79274714,Health and Social Services
2022-11-30,2022,11,2023,41923047.244048886,Health and Social Services
2022-12-31,2022,12,2023,40516435.98710143,Health and Social Services
2023-01-31,2023,1,2023,57626999.92768495,Health and Social Services
2023-02-28,2023,2,2023,40922373.08587498,Health and Social Services
2023-03-31,2023,3,2023,46486654.37777203,Health and Social Services
2023-04-30,2023,4,2023,55752622.75673858,Health and Social Services
2023-05-31,2023,5,2023,41618371.190356985,Health and Social Services
2023-06-30,2023,6,2023,38675278.3692464,Health and Social Services
2023-07-31,2023,7,2024,53493200.73588638,Health and Social Services
2023-08-31,2023,8,2024,39473236.61102088,Health and Social Services
2023-09-30,2023,9,2024,42935069.71858273,Health and Social Services
2023-10-31,2023,10,2024,50815934.958769724,Health and Social Services
2023-11-30,2023,11,2024,43614432.727220535,Health and Social Services
2023-12-31,2023,12,2024,43055171.32359017,Health and Social Services
2024-01-31,2024,1,2024,59153812.46673234,Health and Social Services
2024-02-29,2024,2,2024,45166857.58990302,Health and Social Services
2024-03-31,2024,3,2024,50694000.830387995,Health and Social Services
2024-04-30,2024,4,2024,47096047.8779476,Health and Social Services
2024-05-31,2024,5,2024,49813927.91695682,Health and Social Services
2024-06-30,2024,6,2024,42201303.60446723,Health and Social Services
2024-07-31,2024,7,2025,48034398.483921364,Health and Social Services
2024-08-31,2024,8,2025,49716673.3298707,Health and Social Services
2024-09-30,2024,9,2025,44467879.49069552,Health and Social Services
2024-10-31,2024,10,2025,52317112.354886994,Health and Social Services
2024-11-30,2024,11,2025,45763742.93640286,Health and Social Services
2024-12-31,2024,12,2025,42219123.78559857,Health and Social Services
2025-01-31,2025,1,2025,64350926.23283668,Health and Social Services
2025-02-28,2025,2,2025,46721374.49003188,Health and Social Services
2025-03-31,2025,3,2025,52586537.42403738,Health and Social Services
2025-04-30,2025,4,2025,53503552.89327014,Health and Social Services
2025-05-31,2025,5,2025,50279257.63081137,Health and Social Services
2025-06-30,2025,6,2025,43738103.68226373,Health and Social Services
2013-07-31,2013,7,2014,930679.8743484879,Hotels
2013-08-31,2013,8,2014,855257.5256356789,Hotels
2013-09-30,2013,9,2014,814175.5237445276,Hotels
2013-10-31,2013,10,2014,963101.0366066467,Hotels
2013-11-30,2013,11,2014,836254.9157324434,Hotels
2013-12-31,2013,12,2014,792319.193053245,Hotels
2014-01-31,2014,1,2014,1161147.1666754766,Hotels
2014-02-28,2014,2,2014,842057.9761069558,Hotels
2014-03-31,2014,3,2014,945242.8522955393,Hotels
2014-04-30,2014,4,2014,1050029.7251198723,Hotels
2014-05-31,2014,5,2014,872771.824629716,Hotels
2014-06-30,2014,6,2014,790310.4023444195,Hotels
2014-07-31,2014,7,2015,989671.9423438727,Hotels
2014-08-31,2014,8,2015,817646.7106187487,Hotels
2014-09-30,2014,9,2015,828360.9415419151,Hotels
2014-10-31,2014,10,2015,979901.6970708745,Hotels
2014-11-30,2014,11,2015,851428.4203293152,Hotels
2014-12-31,2014,12,2015,818878.6404320328,Hotels
2015-01-31,2015,1,2015,1153770.1266702977,Hotels
2015-02-28,2015,2,2015,838326.6707784506,Hotels
2015-03-31,2015,3,2015,941974.9420141159,Hotels
2015-04-30,2015,4,2015,1130332.973392892,Hotels
2015-05-31,2015,5,2015,834735.2864669148,Hotels
2015-06-30,2015,6,2015,786384.3816530465,Hotels
2015-07-31,2015,7,2016,1047668.8035455437,Hotels
2015-08-31,2015,8,2016,777476.1968702669,Hotels
2015-09-30,2015,9,2016,842078.6360934606,Hotels
2015-10-31,2015,10,2016,995522.3514775223,Hotels
2015-11-30,2015,11,2016,865488.3971078857,Hotels
2015-12-31,2015,12,2016,844076.9342005213,Hotels
2016-01-31,2016,1,2016,1143612.1531641015,Hotels
2016-02-29,2016,2,2016,883701.5409469112,Hotels
2016-03-31,2016,3,2016,991928.4455634186,Hotels
2016-04-30,2016,4,2016,927476.3763847344,Hotels
2016-05-31,2016,5,2016,980484.4412556207,Hotels
2016-06-30,2016,6,2016,831665.9783345686,Hotels
2016-07-31,2016,7,2017,905448.088003841,Hotels
2016-08-31,2016,8,2017,925275.6319567604,Hotels
2016-09-30,2016,9,2017,831124.5799979012,Hotels
2016-10-31,2016,10,2017,982483.8768033887,Hotels
2016-11-30,2016,11,2017,852371.6399036736,Hotels
2016-12-31,2016,12,2017,794669.9045001932,Hotels
2017-01-31,2017,1,2017,1211604.3788384204,Hotels
2017-02-28,2017,2,2017,877919.4053323321,Hotels
2017-03-31,2017,3,2017,988017.1507932334,Hotels
2017-04-30,2017,4,2017,1013007.1748212087,Hotels
2017-05-31,2017,5,2017,951342.2130413159,Hotels
2017-06-30,2017,6,2017,834272.6749238323,Hotels
2017-07-31,2017,7,2018,978142.8857043011,Hotels
2017-08-31,2017,8,2018,901417.9799803067,Hotels
2017-09-30,2017,9,2018,860457.8390518156,Hotels
2017-10-31,2017,10,2018,1020710.7185424032,Hotels
2017-11-30,2017,11,2018,888677.1413621248,Hotels
2017-12-31,2017,12,2018,844332.6335150497,Hotels
2018-01-31,2018,1,2018,1240815.7965188,Hotels
2018-02-28,2018,2,2018,902084.2315041516,Hotels
2018-03-31,2018,3,2018,1015436.2959071932,Hotels
2018-04-30,2018,4,2018,1131021.5767350905,Hotels
2018-05-31,2018,5,2018,942677.7114063797,Hotels
2018-06-30,2018,6,2018,855875.1184450984,Hotels
2018-07-31,2018,7,2019,1073082.6670288786,Hotels
2018-08-31,2018,8,2019,888966.3636239239,Hotels
2018-09-30,2018,9,2019,902971.0802667824,Hotels
2018-10-31,2018,10,2019,1071035.563823716,Hotels
2018-11-30,2018,11,2019,933026.4952841206,Hotels
2018-12-31,2018,12,2019,899750.5684461097,Hotels
2019-01-31,2019,1,2019,1271081.5136051804,Hotels
2019-02-28,2019,2,2019,925769.8306102271,Hotels
2019-03-31,2019,3,2019,1042967.504036824,Hotels
2019-04-30,2019,4,2019,1254693.9759046063,Hotels
2019-05-31,2019,5,2019,928991.7336248956,Hotels
2019-06-30,2019,6,2019,877381.1787273828,Hotels
2019-07-31,2019,7,2020,1176985.74762548,Hotels
2019-08-31,2019,8,2020,875691.4486346826,Hotels
2019-09-30,2019,9,2020,950807.8348462991,Hotels
2019-10-31,2019,10,2020,1126933.4451012225,Hotels
2019-11-30,2019,11,2020,982144.3269129161,Hotels
2019-12-31,2019,12,2020,960270.7911294871,Hotels
2020-01-31,2020,1,2020,1304317.3860432084,Hotels
2020-02-29,2020,2,2020,1010246.8795774698,Hotels
2020-03-31,2020,3,2020,1136803.0514632454,Hotels
2020-04-30,2020,4,2020,1065494.7774856233,Hotels
2020-05-31,2020,5,2020,1129178.2249206963,Hotels
2020-06-30,2020,6,2020,960074.6900499243,Hotels
2020-07-31,2020,7,2021,1057919.7464549076,Hotels
2020-08-31,2020,8,2021,1083720.1479945246,Hotels
2020-09-30,2020,9,2021,975732.140106462,Hotels
2020-10-31,2020,10,2021,1156208.0190248068,Hotels
2020-11-30,2020,11,2021,1005420.2189178503,Hotels
2020-12-31,2020,12,2021,939593.0447170169,Hotels
2021-01-31,2021,1,2021,1435965.087223361,Hotels
2021-02-28,2021,2,2021,1042711.8089716991,Hotels
2021-03-31,2021,3,2021,1172826.6154990545,Hotels
2021-04-30,2021,4,2021,1201851.780337405,Hotels
2021-05-31,2021,5,2021,1128073.2382664573,Hotels
2021-06-30,2021,6,2021,988735.1060243016,Hotels
2021-07-31,2021,7,2022,1155378.8308075322,Hotels
2021-08-31,2021,8,2022,1064174.4798408994,Hotels
2021-09-30,2021,9,2022,1015289.5044223863,Hotels
2021-10-31,2021,10,2022,1203725.459736393,Hotels
2021-11-30,2021,11,2022,1047471.9518645597,Hotels
2021-12-31,2021,12,2022,994671.4100609566,Hotels
2022-01-31,2022,1,2022,1460960.384919237,Hotels
2022-02-28,2022,2,2022,1061615.882193495,Hotels
2022-03-31,2022,3,2022,1194353.655907066,Hotels
2022-04-30,2022,4,2022,1329598.1546518896,Hotels
2022-05-31,2022,5,2022,1107582.0642795744,Hotels
2022-06-30,2022,6,2022,1005066.323891635,Hotels
2022-07-31,2022,7,2023,1256829.9670551708,Hotels
2022-08-31,2022,8,2023,1040628.8597415601,Hotels
2022-09-30,2022,9,2023,1056478.2761535202,Hotels
2022-10-31,2022,10,2023,1252451.395889783,Hotels
2022-11-30,2022,11,2023,1090511.1216215724,Hotels
2022-12-31,2022,12,2023,1051069.7083201082,Hotels
2023-01-31,2023,1,2023,1484080.8694475684,Hotels
2023-02-28,2023,2,2023,1080401.156777789,Hotels
2023-03-31,2023,3,2023,1216551.2065963785,Hotels
2023-04-30,2023,4,2023,1462795.4366399706,Hotels
2023-05-31,2023,5,2023,1082525.4094830228,Hotels
2023-06-30,2023,6,2023,1021888.418761423,Hotels
2023-07-31,2023,7,2024,1352366.3906113822,Hotels
2023-08-31,2023,8,2024,1005678.0184366097,Hotels
2023-09-30,2023,9,2024,1091424.145890252,Hotels
2023-10-31,2023,10,2024,1292964.1632645137,Hotels
2023-11-30,2023,11,2024,1126313.0236689837,Hotels
2023-12-31,2023,12,2024,1100696.5490526939,Hotels
2024-01-31,2024,1,2024,1494337.1840947105,Hotels
2024-02-29,2024,2,2024,1156908.284374207,Hotels
2024-03-31,2024,3,2024,1301219.726907849,Hotels
2024-04-30,2024,4,2024,1219041.8509740722,Hotels
2024-05-31,2024,5,2024,1291297.5731192727,Hotels
2024-06-30,2024,6,2024,1097420.8140522821,Hotels
2024-07-31,2024,7,2025,1210753.1142609573,Hotels
2024-08-31,2024,8,2025,1239710.6536704146,Hotels
2024-09-30,2024,9,2025,1115685.36898522,Hotels
2024-10-31,2024,10,2025,1321447.3288037581,Hotels
2024-11-30,2024,11,2025,1148607.8353591696,Hotels
2024-12-31,2024,12,2025,1072924.3469286112,Hotels
2025-01-31,2025,1,2025,1639002.19590036,Hotels
2025-02-28,2025,2,2025,1189668.7576781544,Hotels
2025-03-31,2025,3,2025,1337531.990963799,Hotels
2025-04-30,2025,4,2025,1370052.3551155543,Hotels
2025-05-31,2025,5,2025,1285388.583048326,Hotels
2025-06-30,2025,6,2025,1126147.2441844547,Hotels
2013-07-31,2013,7,2014,4723515.337663669,Insurance
2013-08-31,2013,8,2014,4376975.441340401,Insurance
2013-09-30,2013,9,2014,4169368.261425415,Insurance
2013-10-31,2013,10,2014,4940125.2282452695,Insurance
2013-11-30,2013,11,2014,4315518.936415675,Insurance
2013-12-31,2013,12,2014,4088638.1070808843,Insurance
2014-01-31,2014,1,2014,6031707.717101863,Insurance
2014-02-28,2014,2,2014,4387906.128142452,Insurance
2014-03-31,2014,3,2014,4970368.573224435,Insurance
2014-04-30,2014,4,2014,5543288.228998686,Insurance
2014-05-31,2014,5,2014,4645258.100642149,Insurance
2014-06-30,2014,6,2014,4197758.339179116,Insurance
2014-07-31,2014,7,2015,5218289.883459348,Insurance
2014-08-31,2014,8,2015,4348809.209617834,Insurance
2014-09-30,2014,9,2015,4408093.582779034,Insurance
2014-10-31,2014,10,2015,5204169.356226295,Insurance
2014-11-30,2014,11,2015,4583882.84890719,Insurance
2014-12-31,2014,12,2015,4404888.643834662,Insurance
2015-01-31,2015,1,2015,6223403.175084624,Insurance
2015-02-28,2015,2,2015,4524606.847349068,Insurance
2015-03-31,2015,3,2015,5137000.292196404,Insurance
2015-04-30,2015,4,2015,6195670.150834739,Insurance
2015-05-31,2015,5,2015,4621362.297043638,Insurance
2015-06-30,2015,6,2015,4345593.742879064,Insurance
2015-07-31,2015,7,2016,5726110.480202889,Insurance
2015-08-31,2015,8,2016,4287499.302485472,Insurance
2015-09-30,2015,9,2016,4645976.823208899,Insurance
2015-10-31,2015,10,2016,5462629.615405503,Insurance
2015-11-30,2015,11,2016,4850436.577783025,Insurance
2015-12-31,2015,12,2016,4721469.6489381045,Insurance
2016-01-31,2016,1,2016,6390645.17249934,Insurance
2016-02-29,2016,2,2016,4981184.930825655,Insurance
2016-03-31,2016,3,2016,5624620.272300374,Insurance
2016-04-30,2016,4,2016,5264756.964014641,Insurance
2016-05-31,2016,5,2016,5589180.933324454,Insurance
2016-06-30,2016,6,2016,4722277.369245846,Insurance
2016-07-31,2016,7,2017,5137485.092738239,Insurance
2016-08-31,2016,8,2017,5286663.816466523,Insurance
2016-09-30,2016,9,2017,4748413.341024051,Insurance
2016-10-31,2016,10,2017,5638587.826166059,Insurance
2016-11-30,2016,11,2017,4879853.232811852,Insurance
2016-12-31,2016,12,2017,4547872.985458039,Insurance
2017-01-31,2017,1,2017,7002065.482305991,Insurance
2017-02-28,2017,2,2017,5098470.351938385,Insurance
2017-03-31,2017,3,2017,5761238.822866643,Insurance
2017-04-30,2017,4,2017,5902430.243426972,Insurance
2017-05-31,2017,5,2017,5558677.9252118,Insurance
2017-06-30,2017,6,2017,4845124.424794333,Insurance
2017-07-31,2017,7,2018,5639271.884195337,Insurance
2017-08-31,2017,8,2018,5220923.674837758,Insurance
2017-09-30,2017,9,2018,4969060.476975093,Insurance
2017-10-31,2017,10,2018,5882448.972228037,Insurance
2017-11-30,2017,11,2018,5134340.064743009,Insurance
2017-12-31,2017,12,2018,4860179.061044669,Insurance
2018-01-31,2018,1,2018,7163709.006578132,Insurance
2018-02-28,2018,2,2018,5207363.319182516,Insurance
2018-03-31,2018,3,2018,5893484.707590258,Insurance
2018-04-30,2018,4,2018,6567331.247387594,Insurance
2018-05-31,2018,5,2018,5498698.581934738,Insurance
2018-06-30,2018,6,2018,4964890.228790495,Insurance
2018-07-31,2018,7,2019,6157429.493285869,Insurance
2018-08-31,2018,8,2019,5108134.816358139,Insurance
2018-09-30,2018,9,2019,5155068.570859301,Insurance
2018-10-31,2018,10,2019,6058572.612951769,Insurance
2018-11-30,2018,11,2019,5294222.808586513,Insurance
2018-12-31,2018,12,2019,5045897.134331624,Insurance
2019-01-31,2019,1,2019,7070758.133804333,Insurance
2019-02-28,2019,2,2019,5102679.305587616,Insurance
2019-03-31,2019,3,2019,5745938.196160266,Insurance
2019-04-30,2019,4,2019,6875244.153037374,Insurance
2019-05-31,2019,5,2019,5086308.001073736,Insurance
2019-06-30,2019,6,2019,4744920.243778374,Insurance
2019-07-31,2019,7,2020,6227915.273818504,Insurance
2019-08-31,2019,8,2020,4625058.662097311,Insurance
2019-09-30,2019,9,2020,4972056.687661059,Insurance
2019-10-31,2019,10,2020,5798161.053467593,Insurance
2019-11-30,2019,11,2020,5107551.0606496995,Insurance
2019-12-31,2019,12,2020,4931065.526304854,Insurance
2020-01-31,2020,1,2020,6619700.15983909,Insurance
2020-02-29,2020,2,2020,5120208.588305201,Insurance
2020-03-31,2020,3,2020,5734261.301013917,Insurance
2020-04-30,2020,4,2020,5324822.585384767,Insurance
2020-05-31,2020,5,2020,5607155.594483784,Insurance
2020-06-30,2020,6,2020,4700294.244064892,Insurance
2020-07-31,2020,7,2021,5121046.603135014,Insurance
2020-08-31,2020,8,2021,5226969.287439273,Insurance
2020-09-30,2020,9,2021,4657879.62620425,Insurance
2020-10-31,2020,10,2021,5486179.094344981,Insurance
2020-11-30,2020,11,2021,4710612.796348969,Insurance
2020-12-31,2020,12,2021,4354442.813284216,Insurance
2021-01-31,2021,1,2021,6649677.481459446,Insurance
2021-02-28,2021,2,2021,4806234.013217311,Insurance
2021-03-31,2021,3,2021,5386737.419935528,Insurance
2021-04-30,2021,4,2021,5475158.904275132,Insurance
2021-05-31,2021,5,2021,5114185.050401839,Insurance
2021-06-30,2021,6,2021,4422419.004490153,Insurance
2021-07-31,2021,7,2022,5090888.765243448,Insurance
2021-08-31,2021,8,2022,4674650.799866039,Insurance
2021-09-30,2021,9,2022,4413856.30392069,Insurance
2021-10-31,2021,10,2022,5182383.440343886,Insurance
2021-11-30,2021,11,2022,4487393.321540562,Insurance
2021-12-31,2021,12,2022,4212885.51450008,Insurance
2022-01-31,2022,1,2022,6158557.248165216,Insurance
2022-02-28,2022,2,2022,4443397.630086309,Insurance
2022-03-31,2022,3,2022,4987461.682322502,Insurance
2022-04-30,2022,4,2022,5513368.307978125,Insurance
2022-05-31,2022,5,2022,4578119.688986554,Insurance
2022-06-30,2022,6,2022,4100603.447493119,Insurance
2022-07-31,2022,7,2023,5032916.837926443,Insurance
2022-08-31,2022,8,2023,4156045.5945900893,Insurance
2022-09-30,2022,9,2023,4175459.413265684,Insurance
2022-10-31,2022,10,2023,4884456.466301919,Insurance
2022-11-30,2022,11,2023,4264171.985553305,Insurance
2022-12-31,2022,12,2023,4060128.6263880087,Insurance
2023-01-31,2023,1,2023,5683714.770942409,Insurance
2023-02-28,2023,2,2023,4097963.41970739,Insurance
2023-03-31,2023,3,2023,4609861.34206592,Insurance
2023-04-30,2023,4,2023,5510391.554990508,Insurance
2023-05-31,2023,5,2023,4072356.8607859616,Insurance
2023-06-30,2023,6,2023,3795171.40604226,Insurance
2023-07-31,2023,7,2024,4911455.712309414,Insurance
2023-08-31,2023,8,2024,3643516.153049589,Insurance
2023-09-30,2023,9,2024,3912786.471429725,Insurance
2023-10-31,2023,10,2024,4557927.272048848,Insurance
2023-11-30,2023,11,2024,4010769.8547925907,Insurance
2023-12-31,2023,12,2024,3867886.336921006,Insurance
2024-01-31,2024,1,2024,5186619.729267847,Insurance
2024-02-29,2024,2,2024,4007503.8988923137,Insurance
2024-03-31,2024,3,2024,4482987.758601892,Insurance
2024-04-30,2024,4,2024,4158246.962976011,Insurance
2024-05-31,2024,5,2024,4373626.5158171,Insurance
2024-06-30,2024,6,2024,3662094.4907874074,Insurance
2024-07-31,2024,7,2025,3991927.989931199,Insurance
2024-08-31,2024,8,2025,4069607.147669631,Insurance
2024-09-30,2024,9,2025,3622272.37601944,Insurance
2024-10-31,2024,10,2025,4261189.053236478,Insurance
2024-11-30,2024,11,2025,3654417.214450524,Insurance
2024-12-31,2024,12,2025,3373885.7590875076,Insurance
2025-01-31,2025,1,2025,5145762.608979957,Insurance
2025-02-28,2025,2,2025,3714955.3419175153,Insurance
2025-03-31,2025,3,2025,4158290.4150290866,Insurance
2025-04-30,2025,4,2025,4221224.598893315,Insurance
2025-05-31,2025,5,2025,3937737.0150950463,Insurance
2025-06-30,2025,6,2025,3400723.2360410756,Insurance
2013-07-31,2013,7,2014,9138872.28833335,Manufacturing (includes headquarter offices & factories)
2013-08-31,2013,8,2014,8462649.483518895,Manufacturing (includes headquarter offices & factories)
2013-09-30,2013,9,2014,8077461.430370897,Manufacturing (includes headquarter offices & factories)
2013-10-31,2013,10,2014,9552521.306971114,Manufacturing (includes headquarter offices & factories)
2013-11-30,2013,11,2014,8305023.1988439,Manufacturing (includes headquarter offices & factories)
2013-12-31,2013,12,2014,7833519.482827644,Manufacturing (includes headquarter offices & factories)
2014-01-31,2014,1,2014,11443867.012689335,Manufacturing (includes headquarter offices & factories)
2014-02-28,2014,2,2014,8328554.430876563,Manufacturing (includes headquarter offices & factories)
2014-03-31,2014,3,2014,9356215.078923058,Manufacturing (includes headquarter offices & factories)
2014-04-30,2014,4,2014,10353795.746702453,Manufacturing (includes headquarter offices & factories)
2014-05-31,2014,5,2014,8629188.134743512,Manufacturing (includes headquarter offices & factories)
2014-06-30,2014,6,2014,7805602.596173432,Manufacturing (includes headquarter offices & factories)
2014-07-31,2014,7,2015,9900731.017892938,Manufacturing (includes headquarter offices & factories)
2014-08-31,2014,8,2015,8171238.356537711,Manufacturing (includes headquarter offices & factories)
2014-09-30,2014,9,2015,8272541.682033557,Manufacturing (includes headquarter offices & factories)
2014-10-31,2014,10,2015,9780090.613506414,Manufacturing (includes headquarter offices & factories)
2014-11-30,2014,11,2015,8509604.450977443,Manufacturing (includes headquarter offices & factories)
2014-12-31,2014,12,2015,8186133.103487836,Manufacturing (includes headquarter offices & factories)
2015-01-31,2015,1,2015,11567377.53550128,Manufacturing (includes headquarter offices & factories)
2015-02-28,2015,2,2015,8323360.261984252,Manufacturing (includes headquarter offices & factories)
2015-03-31,2015,3,2015,9374465.899069075,Manufacturing (includes headquarter offices & factories)
2015-04-30,2015,4,2015,11266023.861224642,Manufacturing (includes headquarter offices & factories)
2015-05-31,2015,5,2015,8329458.6672721915,Manufacturing (includes headquarter offices & factories)
2015-06-30,2015,6,2015,7798448.817361355,Manufacturing (includes headquarter offices & factories)
2015-07-31,2015,7,2016,10665151.210023362,Manufacturing (includes headquarter offices & factories)
2015-08-31,2015,8,2016,7843744.945830282,Manufacturing (includes headquarter offices & factories)
2015-09-30,2015,9,2016,8462031.197021928,Manufacturing (includes headquarter offices & factories)
2015-10-31,2015,10,2016,9995738.14378858,Manufacturing (includes headquarter offices & factories)
2015-11-30,2015,11,2016,8704289.533745695,Manufacturing (includes headquarter offices & factories)
2015-12-31,2015,12,2016,8530533.219398776,Manufacturing (includes headquarter offices & factories)
2016-01-31,2016,1,2016,11661875.929326205,Manufacturing (includes headquarter offices & factories)
2016-02-29,2016,2,2016,8993269.145475602,Manufacturing (includes headquarter offices & factories)
2016-03-31,2016,3,2016,10077668.767093841,Manufacturing (includes headquarter offices & factories)
2016-04-30,2016,4,2016,9284906.328940164,Manufacturing (includes headquarter offices & factories)
2016-05-31,2016,5,2016,9875305.596446643,Manufacturing (includes headquarter offices & factories)
2016-06-30,2016,6,2016,8453177.841599336,Manufacturing (includes headquarter offices & factories)
2016-07-31,2016,7,2017,9049980.323089229,Manufacturing (includes headquarter offices & factories)
2016-08-31,2016,8,2017,9407988.662861243,Manufacturing (includes headquarter offices & factories)
2016-09-30,2016,9,2017,8500906.818362325,Manufacturing (includes headquarter offices & factories)
2016-10-31,2016,10,2017,10049971.196322411,Manufacturing (includes headquarter offices & factories)
2016-11-30,2016,11,2017,8729649.93303058,Manufacturing (includes headquarter offices & factories)
2016-12-31,2016,12,2017,8063097.233670836,Manufacturing (includes headquarter offices & factories)
2017-01-31,2017,1,2017,12179467.532054402,Manufacturing (includes headquarter offices & factories)
2017-02-28,2017,2,2017,8969335.17428622,Manufacturing (includes headquarter offices & factories)
2017-03-31,2017,3,2017,10058214.293308562,Manufacturing (includes headquarter offices & factories)
2017-04-30,2017,4,2017,10188490.310323413,Manufacturing (includes headquarter offices & factories)
2017-05-31,2017,5,2017,9581377.65768465,Manufacturing (includes headquarter offices & factories)
2017-06-30,2017,6,2017,8412502.41808002,Manufacturing (includes headquarter offices & factories)
2017-07-31,2017,7,2018,9820171.721297154,Manufacturing (includes headquarter offices & factories)
2017-08-31,2017,8,2018,9092441.46114743,Manufacturing (includes headquarter offices & factories)
2017-09-30,2017,9,2018,8677579.437249545,Manufacturing (includes headquarter offices & factories)
2017-10-31,2017,10,2018,10261008.992565492,Manufacturing (includes headquarter offices & factories)
2017-11-30,2017,11,2018,8919963.658924662,Manufacturing (includes headquarter offices & factories)
2017-12-31,2017,12,2018,8412553.838679573,Manufacturing (includes headquarter offices & factories)
2018-01-31,2018,1,2018,12288420.38716451,Manufacturing (includes headquarter offices & factories)
2018-02-28,2018,2,2018,8942315.079008622,Manufacturing (includes headquarter offices & factories)
2018-03-31,2018,3,2018,10077337.730521807,Manufacturing (includes headquarter offices & factories)
2018-04-30,2018,4,2018,11185562.98931657,Manufacturing (includes headquarter offices & factories)
2018-05-31,2018,5,2018,9351381.8791461,Manufacturing (includes headquarter offices & factories)
2018-06-30,2018,6,2018,8484155.027223429,Manufacturing (includes headquarter offices & factories)
2018-07-31,2018,7,2019,10778203.979485614,Manufacturing (includes headquarter offices & factories)
2018-08-31,2018,8,2019,8922625.836022992,Manufacturing (includes headquarter offices & factories)
2018-09-30,2018,9,2019,9059797.093339704,Manufacturing (includes headquarter offices & factories)
2018-10-31,2018,10,2019,10743139.047563698,Manufacturing (includes headquarter offices & factories)
2018-11-30,2018,11,2019,9374775.790404184,Manufacturing (includes headquarter offices & factories)
2018-12-31,2018,12,2019,9045391.421472492,Manufacturing (includes headquarter offices & factories)
2019-01-31,2019,1,2019,12819533.209581327,Manufacturing (includes headquarter offices & factories)
2019-02-28,2019,2,2019,9248960.950799543,Manufacturing (includes headquarter offices & factories)
2019-03-31,2019,3,2019,10447537.707532072,Manufacturing (includes headquarter offices & factories)
2019-04-30,2019,4,2019,12591065.762889825,Manufacturing (includes headquarter offices & factories)
2019-05-31,2019,5,2019,9336110.28157697,Manufacturing (includes headquarter offices & factories)
2019-06-30,2019,6,2019,8765298.382046752,Manufacturing (includes headquarter offices & factories)
2019-07-31,2019,7,2020,12073671.729324203,Manufacturing (includes headquarter offices & factories)
2019-08-31,2019,8,2020,8904918.563674875,Manufacturing (includes headquarter offices & factories)
2019-09-30,2019,9,2020,9633145.870988471,Manufacturing (includes headquarter offices & factories)
2019-10-31,2019,10,2020,11411099.79165337,Manufacturing (includes headquarter offices & factories)
2019-11-30,2019,11,2020,9963652.896006815,Manufacturing (includes headquarter offices & factories)
2019-12-31,2019,12,2020,9791874.184769409,Manufacturing (includes headquarter offices & factories)
2020-01-31,2020,1,2020,13423169.354356024,Manufacturing (includes headquarter offices & factories)
2020-02-29,2020,2,2020,10378089.424633965,Manufacturing (includes headquarter offices & factories)
2020-03-31,2020,3,2020,11661188.818239912,Manufacturing (includes headquarter offices & factories)
2020-04-30,2020,4,2020,10772046.471488275,Manufacturing (includes headquarter offices & factories)
2020-05-31,2020,5,2020,11487886.175437152,Manufacturing (includes headquarter offices & factories)
2020-06-30,2020,6,2020,9859027.314991098,Manufacturing (includes headquarter offices & factories)
2020-07-31,2020,7,2021,10685337.46811295,Manufacturing (includes headquarter offices & factories)
2020-08-31,2020,8,2021,11137439.521732429,Manufacturing (includes headquarter offices & factories)
