date,year,month,fiscal_year,total,naics_sector
2024-05-31,2024,5,2024,2002536.9656720213,Services other than repair services
2024-06-30,2024,6,2024,2199792.1380177625,Services other than repair services
2024-07-31,2024,7,2025,3021016.719263617,Services other than repair services
2024-08-31,2024,8,2025,2916652.159414216,Services other than repair services
2024-09-30,2024,9,2025,1838716.384963512,Services other than repair services
2024-10-31,2024,10,2025,1805914.3188943467,Services other than repair services
2024-11-30,2024,11,2025,1970283.2325349778,Services other than repair services
2024-12-31,2024,12,2025,1839431.444447463,Services other than repair services
2025-01-31,2025,1,2025,1800542.5286256033,Services other than repair services
2025-02-28,2025,2,2025,1987768.8084655441,Services other than repair services
2025-03-31,2025,3,2025,1837922.1421069803,Services other than repair services
2025-04-30,2025,4,2025,1815810.5322382592,Services other than repair services
2025-05-31,2025,5,2025,2043928.2331730316,Services other than repair services
2025-06-30,2025,6,2025,2325455.8211290967,Services other than repair services
2013-07-31,2013,7,2014,2330761.543640914,Telecommunications
2013-08-31,2013,8,2014,2419075.904320222,Telecommunications
2013-09-30,2013,9,2014,1510910.473438627,Telecommunications
2013-10-31,2013,10,2014,1471010.93996383,Telecommunications
2013-11-30,2013,11,2014,1581661.9324593288,Telecommunications
2013-12-31,2013,12,2014,1472014.2449677505,Telecommunications
2014-01-31,2014,1,2014,1454756.513965267,Telecommunications
2014-02-28,2014,2,2014,1648477.3532778649,Telecommunications
2014-03-31,2014,3,2014,1461179.1292760416,Telecommunications
2014-04-30,2014,4,2014,1398315.4784345124,Telecommunications
2014-05-31,2014,5,2014,1730951.57817871,Telecommunications
2014-06-30,2014,6,2014,2015599.0030697705,Telecommunications
2014-07-31,2014,7,2015,2334225.1708450667,Telecommunications
2014-08-31,2014,8,2015,2618443.727647769,Telecommunications
2014-09-30,2014,9,2015,1589009.7252810695,Telecommunications
2014-10-31,2014,10,2015,1559739.647242505,Telecommunications
2014-11-30,2014,11,2015,1677262.9498552245,Telecommunications
2014-12-31,2014,12,2015,1560349.771121356,Telecommunications
2015-01-31,2015,1,2015,1528077.1724705072,Telecommunications
2015-02-28,2015,2,2015,1815975.8886091907,Telecommunications
2015-03-31,2015,3,2015,1494984.6956737563,Telecommunications
2015-04-30,2015,4,2015,1389316.20425044,Telecommunications
2015-05-31,2015,5,2015,1890836.767652606,Telecommunications
2015-06-30,2015,6,2015,2250611.2650637263,Telecommunications
2015-07-31,2015,7,2016,2320369.6344367075,Telecommunications
2015-08-31,2015,8,2016,2824703.572911558,Telecommunications
2015-09-30,2015,9,2016,1665544.3677184845,Telecommunications
2015-10-31,2015,10,2016,1648853.3601732654,Telecommunications
2015-11-30,2015,11,2016,1773227.2453416928,Telecommunications
2015-12-31,2015,12,2016,1649143.6604882376,Telecommunications
2016-01-31,2016,1,2016,1601079.9816048134,Telecommunications
2016-02-29,2016,2,2016,1692105.1263036572,Telecommunications
2016-03-31,2016,3,2016,1737399.5755242258,Telecommunications
2016-04-30,2016,4,2016,1760206.0551322913,Telecommunications
2016-05-31,2016,5,2016,1820072.5008081358,Telecommunications
2016-06-30,2016,6,2016,1999531.6709889604,Telecommunications
2016-07-31,2016,7,2017,2927158.472538394,Telecommunications
2016-08-31,2016,8,2017,2822354.61947219,Telecommunications
2016-09-30,2016,9,2017,1814959.4132678786,Telecommunications
2016-10-31,2016,10,2017,1753989.0636726804,Telecommunications
2016-11-30,2016,11,2017,1886370.1513222049,Telecommunications
2016-12-31,2016,12,2017,1757213.9650996644,Telecommunications
2017-01-31,2017,1,2017,1753921.8289313375,Telecommunications
2017-02-28,2017,2,2017,1890762.418389458,Telecommunications
2017-03-31,2017,3,2017,1805271.9785115437,Telecommunications
2017-04-30,2017,4,2017,1779416.5626813413,Telecommunications
2017-05-31,2017,5,2017,2010627.520910934,Telecommunications
2017-06-30,2017,6,2017,2280769.3627608963,Telecommunications
2017-07-31,2017,7,2018,2968751.9701022715,Telecommunications
2017-08-31,2017,8,2018,3095299.112904655,Telecommunications
2017-09-30,2017,9,2018,1941678.791161614,Telecommunications
2017-10-31,2017,10,2018,1898812.4821566367,Telecommunications
2017-11-30,2017,11,2018,2050305.204968885,Telecommunications
2017-12-31,2017,12,2018,1916416.422058701,Telecommunications
2018-01-31,2018,1,2018,1902032.720856826,Telecommunications
2018-02-28,2018,2,2018,2163509.7325452617,Telecommunications
2018-03-31,2018,3,2018,1925685.7063479957,Telecommunications
2018-04-30,2018,4,2018,1850166.5907296096,Telecommunications
2018-05-31,2018,5,2018,2299574.05005868,Telecommunications
2018-06-30,2018,6,2018,2688094.588459475,Telecommunications
2018-07-31,2018,7,2019,3125313.896277658,Telecommunications
2018-08-31,2018,8,2019,3519503.1559946416,Telecommunications
2018-09-30,2018,9,2019,2143758.0184063474,Telecommunications
2018-10-31,2018,10,2019,2112244.309739247,Telecommunications
2018-11-30,2018,11,2019,2279618.625583935,Telecommunications
2018-12-31,2018,12,2019,2128546.879321482,Telecommunications
2019-01-31,2019,1,2019,2092115.9588160063,Telecommunications
2019-02-28,2019,2,2019,2494360.4712063223,Telecommunications
2019-03-31,2019,3,2019,2060754.5193293856,Telecommunications
2019-04-30,2019,4,2019,1921597.5218367162,Telecommunications
2019-05-31,2019,5,2019,2624321.9939115457,Telecommunications
2019-06-30,2019,6,2019,3133998.083045777,Telecommunications
2019-07-31,2019,7,2020,3337086.7712948783,Telecommunications
2019-08-31,2019,8,2020,4075952.303658979,Telecommunications
2019-09-30,2019,9,2020,2410908.7003153907,Telecommunications
2019-10-31,2019,10,2020,2394436.38897817,Telecommunications
2019-11-30,2019,11,2020,2582979.4108897955,Telecommunications
2019-12-31,2019,12,2020,2409723.7259073895,Telecommunications
2020-01-31,2020,1,2020,2346699.79262721,Telecommunications
2020-02-29,2020,2,2020,2487115.1251721783,Telecommunications
2020-03-31,2020,3,2020,2561305.889343216,Telecommunications
2020-04-30,2020,4,2020,2602327.596347053,Telecommunications
2020-05-31,2020,5,2020,2694604.8267214797,Telecommunications
2020-06-30,2020,6,2020,2964253.2330146716,Telecommunications
2020-07-31,2020,7,2021,4213294.805353477,Telecommunications
2020-08-31,2020,8,2021,4067872.892599084,Telecommunications
2020-09-30,2020,9,2021,2619250.039952957,Telecommunications
2020-10-31,2020,10,2021,2534475.8394028405,Telecommunications
2020-11-30,2020,11,2021,2729071.1279797116,Telecommunications
2020-12-31,2020,12,2021,2545314.707075002,Telecommunications
2021-01-31,2021,1,2021,2543602.3350667525,Telecommunications
2021-02-28,2021,2,2021,2744996.8522923384,Telecommunications
2021-03-31,2021,3,2021,2623939.664992843,Telecommunications
2021-04-30,2021,4,2021,2589242.69577193,Telecommunications
2021-05-31,2021,5,2021,2928882.014553214,Telecommunications
2021-06-30,2021,6,2021,3325873.9940910647,Telecommunications
2021-07-31,2021,7,2022,4287799.428190541,Telecommunications
2021-08-31,2021,8,2022,4457007.568141114,Telecommunications
2021-09-30,2021,9,2022,2787797.982582729,Telecommunications
2021-10-31,2021,10,2022,2718195.204621519,Telecommunications
2021-11-30,2021,11,2022,2926797.9789632643,Telecommunications
2021-12-31,2021,12,2022,2727838.776489856,Telecommunications
2022-01-31,2022,1,2022,2699711.668811703,Telecommunications
2022-02-28,2022,2,2022,3063122.1154211736,Telecommunications
2022-03-31,2022,3,2022,2718890.9186759,Telecommunications
2022-04-30,2022,4,2022,2605399.7817678107,Telecommunications
2022-05-31,2022,5,2022,3229592.548061881,Telecommunications
2022-06-30,2022,6,2022,3765607.852099393,Telecommunications
2022-07-31,2022,7,2023,4324819.97799133,Telecommunications
2022-08-31,2022,8,2023,4857835.12790129,Telecommunications
2022-09-30,2022,9,2023,2951724.2661535,Telecommunications
2022-10-31,2022,10,2023,2901103.745135107,Telecommunications
2022-11-30,2022,11,2023,3123563.0345899444,Telecommunications
2022-12-31,2022,12,2023,2909518.161698669,Telecommunications
2023-01-31,2023,1,2023,2852912.6382242707,Telecommunications
2023-02-28,2023,2,2023,3394217.584318595,Telecommunications
2023-03-31,2023,3,2023,2797688.9293735465,Telecommunications
2023-04-30,2023,4,2023,2603000.6922563585,Telecommunications
2023-05-31,2023,5,2023,3546902.704897767,Telecommunications
2023-06-30,2023,6,2023,4226644.5841441285,Telecommunications
2023-07-31,2023,7,2024,4403146.820168106,Telecommunications
2023-08-31,2023,8,2024,5366418.981085947,Telecommunications
2023-09-30,2023,9,2024,3167659.973780953,Telecommunications
2023-10-31,2023,10,2024,3139393.817825187,Telecommunications
2023-11-30,2023,11,2024,3379787.140709178,Telecommunications
2023-12-31,2023,12,2024,3146619.7462953753,Telecommunications
2024-01-31,2024,1,2024,3058122.9195744516,Telecommunications
2024-02-29,2024,2,2024,3235049.2506939997,Telecommunications
2024-03-31,2024,3,2024,3324979.745798217,Telecommunications
2024-04-30,2024,4,2024,3371866.090620799,Telecommunications
2024-05-31,2024,5,2024,3484718.122594792,Telecommunications
2024-06-30,2024,6,2024,3826390.061941398,Telecommunications
2024-07-31,2024,7,2025,5487451.628727996,Telecommunications
2024-08-31,2024,8,2025,5288245.424189962,Telecommunications
2024-09-30,2024,9,2025,3399007.5953129614,Telecommunications
2024-10-31,2024,10,2025,3283056.8298319113,Telecommunications
2024-11-30,2024,11,2025,3529025.185389809,Telecommunications
2024-12-31,2024,12,2025,3285605.657199978,Telecommunications
2025-01-31,2025,1,2025,3277680.323679753,Telecommunications
2025-02-28,2025,2,2025,3531699.907137548,Telecommunications
2025-03-31,2025,3,2025,3370207.156703703,Telecommunications
2025-04-30,2025,4,2025,3320233.5433993884,Telecommunications
2025-05-31,2025,5,2025,3749521.9669887,Telecommunications
2025-06-30,2025,6,2025,4250983.5489946995,Telecommunications
2013-07-31,2013,7,2014,9635960.621841466,Total Retail
2013-08-31,2013,8,2014,10095896.20921442,Total Retail
2013-09-30,2013,9,2014,6400891.715733428,Total Retail
2013-10-31,2013,10,2014,6275817.391245533,Total Retail
2013-11-30,2013,11,2014,6760846.356768916,Total Retail
2013-12-31,2013,12,2014,6267110.387293475,Total Retail
2014-01-31,2014,1,2014,6159052.125654159,Total Retail
2014-02-28,2014,2,2014,7055578.222703107,Total Retail
2014-03-31,2014,3,2014,6254943.016448224,Total Retail
2014-04-30,2014,4,2014,5975722.551876959,Total Retail
2014-05-31,2014,5,2014,7322567.587941769,Total Retail
2014-06-30,2014,6,2014,8529227.530008143,Total Retail
2014-07-31,2014,7,2015,9678022.661668662,Total Retail
2014-08-31,2014,8,2015,10954269.874878857,Total Retail
2014-09-30,2014,9,2015,6678005.5085831685,Total Retail
2014-10-31,2014,10,2015,6572714.867742545,Total Retail
2014-11-30,2014,11,2015,7103005.445655927,Total Retail
2014-12-31,2014,12,2015,6610860.613987634,Total Retail
2015-01-31,2015,1,2015,6558810.732307641,Total Retail
2015-02-28,2015,2,2015,7632858.254610223,Total Retail
2015-03-31,2015,3,2015,6411625.366613938,Total Retail
2015-04-30,2015,4,2015,5959702.398900503,Total Retail
2015-05-31,2015,5,2015,7910866.70811798,Total Retail
2015-06-30,2015,6,2015,9396554.359203018,Total Retail
2015-07-31,2015,7,2016,9663734.385947837,Total Retail
2015-08-31,2015,8,2016,11846095.045267476,Total Retail
2015-09-30,2015,9,2016,6943916.326840333,Total Retail
2015-10-31,2015,10,2016,6864671.724419865,Total Retail
2015-11-30,2015,11,2016,7443540.678997525,Total Retail
2015-12-31,2015,12,2016,6957378.785631165,Total Retail
2016-01-31,2016,1,2016,6967729.137760558,Total Retail
2016-02-29,2016,2,2016,7403267.9649337325,Total Retail
2016-03-31,2016,3,2016,7297114.913237389,Total Retail
2016-04-30,2016,4,2016,7355306.59688432,Total Retail
2016-05-31,2016,5,2016,7734089.045309059,Total Retail
2016-06-30,2016,6,2016,8557477.401290363,Total Retail
2016-07-31,2016,7,2017,11815403.920755789,Total Retail
2016-08-31,2016,8,2017,11473579.23653064,Total Retail
2016-09-30,2016,9,2017,7558357.064309723,Total Retail
2016-10-31,2016,10,2017,7379315.73439159,Total Retail
2016-11-30,2016,11,2017,7919213.810101148,Total Retail
2016-12-31,2016,12,2017,7306327.666460417,Total Retail
2017-01-31,2017,1,2017,7105487.014914885,Total Retail
2017-02-28,2017,2,2017,7991908.658081429,Total Retail
2017-03-31,2017,3,2017,7468223.151351741,Total Retail
2017-04-30,2017,4,2017,7326130.509531411,Total Retail
2017-05-31,2017,5,2017,8301741.908464618,Total Retail
2017-06-30,2017,6,2017,9439867.664820423,Total Retail
2017-07-31,2017,7,2018,11807626.596374376,Total Retail
2017-08-31,2017,8,2018,12360395.895311123,Total Retail
2017-09-30,2017,9,2018,7830027.2124432,Total Retail
2017-10-31,2017,10,2018,7670429.15238551,Total Retail
2017-11-30,2017,11,2018,8256425.879549233,Total Retail
2017-12-31,2017,12,2018,7647001.442846993,Total Retail
2018-01-31,2018,1,2018,7508853.371764453,Total Retail
2018-02-28,2018,2,2018,8595401.03612923,Total Retail
2018-03-31,2018,3,2018,7613750.041211193,Total Retail
2018-04-30,2018,4,2018,7268115.441374011,Total Retail
2018-05-31,2018,5,2018,8899023.703023378,Total Retail
2018-06-30,2018,6,2018,10357391.896530408,Total Retail
2018-07-31,2018,7,2019,11743042.78508093,Total Retail
2018-08-31,2018,8,2019,13281086.209832741,Total Retail
2018-09-30,2018,9,2019,8090341.567009423,Total Retail
2018-10-31,2018,10,2019,7956581.896884036,Total Retail
2018-11-30,2018,11,2019,8592095.286546325,Total Retail
2018-12-31,2018,12,2019,7990647.549334347,Total Retail
2019-01-31,2019,1,2019,7921707.361389009,Total Retail
2019-02-28,2019,2,2019,9212656.05047105,Total Retail
2019-03-31,2019,3,2019,7732866.958179686,Total Retail
2019-04-30,2019,4,2019,7182649.479889984,Total Retail
2019-05-31,2019,5,2019,9527171.332809644,Total Retail
2019-06-30,2019,6,2019,11308398.034637712,Total Retail
2019-07-31,2019,7,2020,11962172.46926261,Total Retail
2019-08-31,2019,8,2020,14653032.746253334,Total Retail
2019-09-30,2019,9,2020,8583342.337828048,Total Retail
2019-10-31,2019,10,2020,8479373.025267916,Total Retail
2019-11-30,2019,11,2020,9188143.181187622,Total Retail
2019-12-31,2019,12,2020,8582039.71782694,Total Retail
2020-01-31,2020,1,2020,8588852.561478915,Total Retail
2020-02-29,2020,2,2020,9119853.88311906,Total Retail
2020-03-31,2020,3,2020,8982951.452086003,Total Retail
2020-04-30,2020,4,2020,9048650.564484626,Total Retail
2020-05-31,2020,5,2020,9508238.661297478,Total Retail
2020-06-30,2020,6,2020,10513711.60676594,Total Retail
2020-07-31,2020,7,2021,14066036.594602952,Total Retail
2020-08-31,2020,8,2021,13650118.779018376,Total Retail
2020-09-30,2020,9,2021,8986498.420629121,Total Retail
2020-10-31,2020,10,2021,8767942.733573569,Total Retail
2020-11-30,2020,11,2021,9403580.809996668,Total Retail
2020-12-31,2020,12,2021,8670272.763527116,Total Retail
2021-01-31,2021,1,2021,8426591.290948093,Total Retail
2021-02-28,2021,2,2021,9472431.148201462,Total Retail
2021-03-31,2021,3,2021,8846195.24885961,Total Retail
2021-04-30,2021,4,2021,8672670.009992596,Total Retail
2021-05-31,2021,5,2021,9821539.276059164,Total Retail
2021-06-30,2021,6,2021,11161405.286057925,Total Retail
2021-07-31,2021,7,2022,13804607.462843332,Total Retail
2021-08-31,2021,8,2022,14442142.445085572,Total Retail
2021-09-30,2021,9,2022,9143459.580115268,Total Retail
2021-10-31,2021,10,2022,8951753.966912441,Total Retail
2021-11-30,2021,11,2022,9630123.468505895,Total Retail
2021-12-31,2021,12,2022,8914063.712647092,Total Retail
2022-01-31,2022,1,2022,8747919.488593258,Total Retail
2022-02-28,2022,2,2022,10008521.896481626,Total Retail
2022-03-31,2022,3,2022,8860380.600620594,Total Retail
2022-04-30,2022,4,2022,8453474.944113921,Total Retail
2022-05-31,2022,5,2022,10344492.65276682,Total Retail
2022-06-30,2022,6,2022,12033174.16932914,Total Retail
2022-07-31,2022,7,2023,13504572.297140336,Total Retail
2022-08-31,2022,8,2023,15264837.509988515,Total Retail
2022-09-30,2022,9,2023,9293797.76246936,Total Retail
2022-10-31,2022,10,2023,9135125.976215914,Total Retail
2022-11-30,2022,11,2023,9859569.812795442,Total Retail
2022-12-31,2022,12,2023,9164434.666215286,Total Retail
2023-01-31,2023,1,2023,9080482.229930146,Total Retail
2023-02-28,2023,2,2023,10555172.820890598,Total Retail
2023-03-31,2023,3,2023,8855037.96328118,Total Retail
2023-04-30,2023,4,2023,8220777.048839975,Total Retail
2023-05-31,2023,5,2023,10898446.487779465,Total Retail
2023-06-30,2023,6,2023,12929535.240487244,Total Retail
2023-07-31,2023,7,2024,13403529.250236223,Total Retail
2023-08-31,2023,8,2024,16410185.936308198,Total Retail
2023-09-30,2023,9,2024,9607887.049247548,Total Retail
2023-10-31,2023,10,2024,9486695.271947008,Total Retail
2023-11-30,2023,11,2024,10274653.774768706,Total Retail
2023-12-31,2023,12,2024,9592074.456757085,Total Retail
2024-01-31,2024,1,2024,9594915.67354699,Total Retail
2024-02-29,2024,2,2024,10183406.788953226,Total Retail
2024-03-31,2024,3,2024,10025613.479905084,Total Retail
2024-04-30,2024,4,2024,10094169.747465564,Total Retail
2024-05-31,2024,5,2024,10601717.924614407,Total Retail
2024-06-30,2024,6,2024,11717357.842692198,Total Retail
2024-07-31,2024,7,2025,15838981.378080856,Total Retail
2024-08-31,2024,8,2025,15363327.36075117,Total Retail
2024-09-30,2024,9,2025,10109754.730663106,Total Retail
2024-10-31,2024,10,2025,9859246.790987045,Total Retail
2024-11-30,2024,11,2025,10569221.958764924,Total Retail
2024-12-31,2024,12,2025,9740493.331184573,Total Retail
2025-01-31,2025,1,2025,9462367.717406336,Total Retail
2025-02-28,2025,2,2025,10632355.9072845,Total Retail
2025-03-31,2025,3,2025,9924911.380060587,Total Retail
2025-04-30,2025,4,2025,9725961.86058833,Total Retail
2025-05-31,2025,5,2025,11009403.088935805,Total Retail
2025-06-30,2025,6,2025,12505902.093569849,Total Retail
2013-07-31,2013,7,2014,2531230.0987175256,Wholesale
2013-08-31,2013,8,2014,2667121.2144469554,Wholesale
2013-09-30,2013,9,2014,1677691.833842705,Wholesale
2013-10-31,2013,10,2014,1655994.4547931817,Wholesale
2013-11-30,2013,11,2014,1792936.8962519877,Wholesale
2013-12-31,2013,12,2014,1665488.4845763894,Wholesale
2014-01-31,2014,1,2014,1636765.1274478394,Wholesale
2014-02-28,2014,2,2014,1878535.8610637859,Wholesale
2014-03-31,2014,3,2014,1672575.2080497232,Wholesale
2014-04-30,2014,4,2014,1606787.1367355399,Wholesale
2014-05-31,2014,5,2014,1964034.3170798924,Wholesale
2014-06-30,2014,6,2014,2301607.457052479,Wholesale
2014-07-31,2014,7,2015,2617992.801059576,Wholesale
2014-08-31,2014,8,2015,2974540.483470589,Wholesale
2014-09-30,2014,9,2015,1810434.9006736944,Wholesale
2014-10-31,2014,10,2015,1783599.2595956984,Wholesale
2014-11-30,2014,11,2015,1932171.688661364,Wholesale
2014-12-31,2014,12,2015,1798715.7438927966,Wholesale
2015-01-31,2015,1,2015,1793693.8792424514,Wholesale
2015-02-28,2015,2,2015,2081666.3835998008,Wholesale
2015-03-31,2015,3,2015,1769154.6058731556,Wholesale
2015-04-30,2015,4,2015,1649090.8501461155,Wholesale
2015-05-31,2015,5,2015,2171578.5770215066,Wholesale
2015-06-30,2015,6,2015,2592364.244295386,Wholesale
2015-07-31,2015,7,2016,2682508.20934042,Wholesale
2015-08-31,2015,8,2016,3294737.874900973,Wholesale
2015-09-30,2015,9,2016,1940408.438186968,Wholesale
2015-10-31,2015,10,2016,1908687.5305334493,Wholesale
2015-11-30,2015,11,2016,2069443.904044264,Wholesale
2015-12-31,2015,12,2016,1931415.561848302,Wholesale
2016-01-31,2016,1,2016,1954151.0335342186,Wholesale
2016-02-29,2016,2,2016,2077198.5249009568,Wholesale
2016-03-31,2016,3,2016,2018969.8838524509,Wholesale
2016-04-30,2016,4,2016,2048967.149115744,Wholesale
2016-05-31,2016,5,2016,2163700.7170727747,Wholesale
2016-06-30,2016,6,2016,2407425.134942613,Wholesale
2016-07-31,2016,7,2017,3292954.9206633666,Wholesale
2016-08-31,2016,8,2017,3209587.592045765,Wholesale
2016-09-30,2016,9,2017,2077057.1698323821,Wholesale
2016-10-31,2016,10,2017,2045196.8475783688,Wholesale
2016-11-30,2016,11,2017,2203723.6719308486,Wholesale
2016-12-31,2016,12,2017,2033983.8380249185,Wholesale
2017-01-31,2017,1,2017,1960797.1200459288,Wholesale
2017-02-28,2017,2,2017,2213033.134815651,Wholesale
2017-03-31,2017,3,2017,2054636.2862731265,Wholesale
2017-04-30,2017,4,2017,2025017.0697885067,Wholesale
2017-05-31,2017,5,2017,2293240.458831201,Wholesale
2017-06-30,2017,6,2017,2618356.562494753,Wholesale
2017-07-31,2017,7,2018,3259141.146572707,Wholesale
2017-08-31,2017,8,2018,3419324.9599514846,Wholesale
2017-09-30,2017,9,2018,2141976.826838014,Wholesale
2017-10-31,2017,10,2018,2105334.873140707,Wholesale
2017-11-30,2017,11,2018,2270200.7835068223,Wholesale
2017-12-31,2017,12,2018,2100086.8632775154,Wholesale
2018-01-31,2018,1,2018,2055390.4933930535,Wholesale
2018-02-28,2018,2,2018,2350326.6069611525,Wholesale
2018-03-31,2018,3,2018,2084205.621235249,Wholesale
2018-04-30,2018,4,2018,1994493.1521451299,Wholesale
2018-05-31,2018,5,2018,2428305.787815291,Wholesale
2018-06-30,2018,6,2018,2834896.3062365996,Wholesale
2018-07-31,2018,7,2019,3212087.4735703217,Wholesale
2018-08-31,2018,8,2019,3635533.3321825657,Wholesale
2018-09-30,2018,9,2019,2204599.788056421,Wholesale
2018-10-31,2018,10,2019,2163739.371706238,Wholesale
2018-11-30,2018,11,2019,2335528.908185914,Wholesale
2018-12-31,2018,12,2019,2166191.0666818274,Wholesale
2019-01-31,2019,1,2019,2152248.2258108133,Wholesale
2019-02-28,2019,2,2019,2489613.8506512595,Wholesale
2019-03-31,2019,3,2019,2108263.894259827,Wholesale
2019-04-30,2019,4,2019,1958422.504971964,Wholesale
2019-05-31,2019,5,2019,2569828.312949512,Wholesale
2019-06-30,2019,6,2019,3057413.5753677143,Wholesale
2019-07-31,2019,7,2020,3245225.5099683763,Wholesale
2019-08-31,2019,8,2020,3972245.7872198173,Wholesale
2019-09-30,2019,9,2020,2331776.939558321,Wholesale
2019-10-31,2019,10,2020,2285982.3039631094,Wholesale
2019-11-30,2019,11,2020,2470558.795227724,Wholesale
2019-12-31,2019,12,2020,2298228.4378888854,Wholesale
2020-01-31,2020,1,2020,2317736.6250510463,Wholesale
2020-02-29,2020,2,2020,2462511.5368487993,Wholesale
2020-03-31,2020,3,2020,2392277.315055989,Wholesale
2020-04-30,2020,4,2020,2426645.8323553773,Wholesale
2020-05-31,2020,5,2020,2561296.8984596264,Wholesale
2020-06-30,2020,6,2020,2848490.5175243407,Wholesale
2020-07-31,2020,7,2021,3776090.9706759336,Wholesale
2020-08-31,2020,8,2021,3678757.063425108,Wholesale
2020-09-30,2020,9,2021,2379596.3917730334,Wholesale
2020-10-31,2020,10,2021,2342050.8128455635,Wholesale
2020-11-30,2020,11,2021,2522504.8610895993,Wholesale
2020-12-31,2020,12,2021,2327224.5390068125,Wholesale
2021-01-31,2021,1,2021,2242541.2288652584,Wholesale
2021-02-28,2021,2,2021,2530062.8064880418,Wholesale
2021-03-31,2021,3,2021,2348006.9849783625,Wholesale
2021-04-30,2021,4,2021,2313241.203137938,Wholesale
2021-05-31,2021,5,2021,2618589.426224544,Wholesale
2021-06-30,2021,6,2021,2988675.499590769,Wholesale
2021-07-31,2021,7,2022,3679198.486096911,Wholesale
2021-08-31,2021,8,2022,3858506.6295256237,Wholesale
2021-09-30,2021,9,2022,2416177.9418015983,Wholesale
2021-10-31,2021,10,2022,2373942.452028737,Wholesale
2021-11-30,2021,11,2022,2558906.048088899,Wholesale
2021-12-31,2021,12,2022,2366268.429088839,Wholesale
2022-01-31,2022,1,2022,2315052.6261182474,Wholesale
2022-02-28,2022,2,2022,2646371.3727203542,Wholesale
2022-03-31,2022,3,2022,2345873.5877732285,Wholesale
2022-04-30,2022,4,2022,2244109.3461181098,Wholesale
2022-05-31,2022,5,2022,2731228.4997260463,Wholesale
2022-06-30,2022,6,2022,3187431.918989661,Wholesale
2022-07-31,2022,7,2023,3575606.096731305,Wholesale
2022-08-31,2022,8,2023,4045537.0397471082,Wholesale
2022-09-30,2022,9,2023,2452388.882854582,Wholesale
2022-10-31,2022,10,2023,2406090.327286328,Wholesale
2022-11-30,2022,11,2023,2596243.0284440527,Wholesale
2022-12-31,2022,12,2023,2407165.1589941587,Wholesale
2023-01-31,2023,1,2023,2390844.5372469975,Wholesale
2023-02-28,2023,2,2023,2764751.1624642266,Wholesale
2023-03-31,2023,3,2023,2340455.6651442703,Wholesale
2023-04-30,2023,4,2023,2173395.5994649194,Wholesale
2023-05-31,2023,5,2023,2850949.0644185618,Wholesale
2023-06-30,2023,6,2023,3390767.304804549,Wholesale
2023-07-31,2023,7,2024,3527727.786586103,Wholesale
2023-08-31,2023,8,2024,4316597.653485916,Wholesale
2023-09-30,2023,9,2024,2533104.653493736,Wholesale
2023-10-31,2023,10,2024,2482537.2408519215,Wholesale
2023-11-30,2023,11,2024,2682132.4474280854,Wholesale
2023-12-31,2023,12,2024,2494229.8992289356,Wholesale
2024-01-31,2024,1,2024,2514585.3165356186,Wholesale
2024-02-29,2024,2,2024,2670849.0023391778,Wholesale
2024-03-31,2024,3,2024,2593838.9838803224,Wholesale
2024-04-30,2024,4,2024,2630289.2574639507,Wholesale
2024-05-31,2024,5,2024,2775357.2488358393,Wholesale
2024-06-30,2024,6,2024,3085607.9322326863,Wholesale
2024-07-31,2024,7,2025,4133534.0426424854,Wholesale
2024-08-31,2024,8,2025,4025725.367051447,Wholesale
2024-09-30,2024,9,2025,2603246.880754484,Wholesale
2024-10-31,2024,10,2025,2561378.179427235,Wholesale
2024-11-30,2024,11,2025,2757907.79072605,Wholesale
2024-12-31,2024,12,2025,2543622.7827075487,Wholesale
2025-01-31,2025,1,2025,2450316.715566982,Wholesale
2025-02-28,2025,2,2025,2763718.917781166,Wholesale
2025-03-31,2025,3,2025,2564074.2637421815,Wholesale
2025-04-30,2025,4,2025,2525373.680819482,Wholesale
2025-05-31,2025,5,2025,2857867.493847997,Wholesale
2025-06-30,2025,6,2025,3260830.3802967495,Wholesale
